nacchoid,tobacco,nutrition,state,type,rurality,population,leader.tenure,fte
OH005,NA,NA,NA,NA,NA,NA,NA,NA
"OH006
",NA,NA,NA,NA,NA,NA,NA,NA
"OH007
",NA,NA,NA,NA,NA,NA,NA,NA
OH008,NA,NA,NA,NA,NA,NA,NA,NA
OH009,0,1,OH,county,rural,45841,1.579739928,21
OH013,0,1,OH,county,urban,69461,18.22313499,23
OH017,NA,NA,NA,NA,NA,NA,NA,NA
OH020,1,NA,OH,county,urban,265726,39.44147873,32.8
OH022,1,1,OH,county,urban,72297,7.663244247,NA
OH023,1,1,OH,city,rural,30134,1.190965056,13
OH024,NA,NA,NA,NA,NA,NA,NA,NA
OH025,1,1,OH,county,urban,298165,4.131416798,419.05
OH026,1,0,OH,city,urban,27790,21.74948692,4.2
OH027,0,1,OH,city,urban,136554,15.60848713,73
OH028,1,1,OH,county,urban,199599,2.997946501,46.4
OH029,1,1,OH,county,urban,389521,0.3613963127,136.5
OH031,1,1,OH,city,rural,41835,4.665297508,12
OH033,1,1,OH,county,urban,835957,13.79329205,495
OH034,1,1,OH,city,rural,12813,27.37577057,4.15
OH035,1,1,OH,city,rural,25409,1.097878218,12
OH036,0,1,OH,county,rural,32314,1.245722055,24.5
OH037,1,1,OH,county,urban,842517,13.24572182,NA
OH039,0,0,OH,county,rural,38510,14.83093739,16.5
OH040,1,1,OH,county,urban,173213,3.247091055,66
OH042,1,1,OH,county,rural,10951,2.094455957,3
OH044,1,1,OH,city,urban,53972,30.08350372,18.5
OH045,1,1,OH,city,urban,81641,10.83093739,81
OH047,NA,NA,NA,NA,NA,NA,NA,NA
OH048,1,1,OH,county,rural,41098,0.2464065701,21
OH049,1,1,OH,city,urban,451470,16.93087006,81
OH050,1,1,OH,county,rural,42580,1.106091738,32.6
OH051,0,0,OH,county,rural,10175,1.081451058,6
OH052,NA,NA,NA,NA,NA,NA,NA,NA
OH054,1,0,OH,county,urban,94295,16.91717911,25.5
OH057,1,1,OH,city,urban,163352,2.748802185,69
OH058,NA,NA,NA,NA,NA,NA,NA,NA
OH059,0,0,OH,county,urban,62486,4.246406555,16
OH060,1,0,OH,city,urban,494672,22.60369682,85
OH062,NA,NA,NA,NA,NA,NA,NA,NA
OH063,1,1,OH,county,rural,27937,6.743326664,42.16
OH064,NA,NA,NA,NA,NA,NA,NA,NA
OH065,0,1,OH,county,rural,43898,0.8323066235,20
OH066,1,0,OH,county,rural,63180,10.37645435,24
OH068,1,1,OH,county,urban,10995,5.97399044,6.5
OH069,1,0,OH,city,rural,32748,2.663928747,14.5
OH070,0,1,OH,county,urban,49391,35.24435425,15.5
OH072,0,1,OH,city,rural,31796,5.245722294,10.5
OH073,1,1,OH,county,rural,61167,5.527720928,37.78
OH074,1,1,OH,county,urban,229230,1.245722055,55
OH077,NA,NA,NA,NA,NA,NA,NA,NA
OH078,1,1,OH,county,urban,160442,16.44353104,56.5
OH079,NA,NA,NA,NA,NA,NA,NA,NA
OH080,1,1,OH,county,rural,28725,8.580424309,21.5
OH081,0,0,OH,county,urban,63776,1.245722055,9
OH082,1,1,OH,multi-city,urban,180653,3.438740492,74
OH083,NA,NA,NA,NA,NA,NA,NA,NA
OH084,1,1,OH,county,rural,43918,7.329226494,24
OH085,1,1,OH,county,urban,167443,4.082135677,60
OH086,1,1,OH,county,urban,112854,3.192333937,95
OH087,NA,NA,NA,NA,NA,NA,NA,NA
OH091,NA,NA,NA,NA,NA,NA,NA,NA
OH092,0,1,OH,city,rural,175914,3.767282724,70.5
OH093,1,1,OH,county,rural,23331,1.579739928,17.02
OH094,0,0,OH,county,rural,40831,1.462012291,10
OH095,1,1,OH,county,urban,82139,1.664613247,27
OH096,0,0,OH,county,urban,48791,5.806981564,6.5
OH099,1,1,OH,county,urban,524262,1.229295015,270.5
OH100,0,0,OH,county,rural,14843,11.997262,6
OH101,1,0,OH,county,rural,35143,0.4298425615,16
OH103,NA,NA,NA,NA,NA,NA,NA,NA
OH106,0,1,OH,city,rural,14363,18.16016388,31
OH107,NA,NA,NA,NA,NA,NA,NA,NA
OH109,0,1,OH,city,rural,41154,29.66461372,22
OH110,0,1,OH,city,rural,18989,0.2464065701,8
OH111,NA,NA,NA,NA,NA,NA,NA,NA
OH113,0,0,OH,county,rural,28256,14.45858955,8
OH115,1,0,OH,county,urban,131954,0.602327168,28.5
OH116,0,0,OH,city,rural,20326,4.665297508,26
OH118,1,1,OH,county,rural,41586,2.997946501,19.2
OH119,0,1,OH,city,rural,34171,1.00205338,11.4
OH122,NA,NA,NA,NA,NA,NA,NA,NA
OH124,1,1,OH,county,rural,55715,0.5804243684,34
OH125,0,0,OH,city,rural,56932,12.24640656,9.7
OH126,0,1,OH,county,rural,59615,1.916495562,33
OH128,1,0,OH,county,rural,9088,1.245722055,2
OH129,1,0,OH,county,rural,48951,5.221081257,25.1
OH130,1,0,OH,county,urban,11212,0.602327168,4
OH132,1,1,OH,city,urban,247181,4.246406555,65
OH133,0,0,OH,city,urban,18303,0.08761122823,5
OH139,1,1,OH,county,urban,164531,0.2464065701,35
OH140,1,1,OH,city,rural,75350,1.412731051,NA
OH141,1,1,OH,county,urban,53776,7.748117924,35
OH143,0,1,OH,city,rural,25337,NA,NA
OH145,1,1,OH,county,urban,219257,11.0663929,55
"OH145
",NA,NA,NA,NA,NA,NA,NA,NA
OH146,NA,NA,NA,NA,NA,NA,NA,NA
OH147,0,1,OH,county,urban,40823,0.5065023899,14
OH149,0,0,OH,county,rural,37291,9.749486923,25
OH150,1,1,OH,city,rural,128553,0.5420944691,NA
"OH150
",NA,NA,NA,NA,NA,NA,NA,NA
OH151,1,1,OH,county,rural,22353,7.244353294,32
OH152,0,0,OH,county,urban,65062,5.138946056,25
OH153,1,1,OH,county,rural,85818,11.31553745,56.4
"OH153
",NA,NA,NA,NA,NA,NA,NA,NA
OH157,1,1,OH,county,rural,65720,2.792607784,23.5
OH159,1,0,OH,city,rural,12087,6.915811062,3
OH160,1,1,OH,county,urban,542232,0.7501711249,210
OH161,1,0,OH,city,rural,83317,7.0636549,18
OK001,1,1,OK,county,rural,22186,0.4599589407,7
OK004,1,1,OK,county,rural,5486,10.83093739,2.75
OK005,1,1,OK,county,rural,23691,6.579055309,15
OK007,NA,NA,NA,NA,NA,NA,NA,NA
OK009,1,1,OK,county,rural,129582,11.2388773,62
OK010,1,1,OK,county,rural,48821,14.66392899,41
OK011,1,1,OK,county,rural,48341,4.240931034,17.8
OK014,1,1,OK,county,urban,269908,2.636550426,105
OK016,1,1,OK,county,urban,125033,3.542778969,NA
OK018,1,1,OK,county,rural,14582,4.240931034,9
OK021,1,1,OK,county,rural,41446,4.240931034,15.8
OK024,1,1,OK,multi-county,rural,68881,2.212183475,54
OK025,1,1,OK,county,rural,27561,0.2464065701,13
OK027,1,1,OK,county,rural,4501,2.212183475,8
OK032,1,1,OK,county,rural,13806,2.680356026,NA
OK033,1,1,OK,county,rural,25998,6.52703619,33.5
OK034,1,1,OK,county,rural,6292,14.66392899,2
OK035,1,1,OK,county,rural,11103,14.66392899,8
OK038,1,1,OK,county,rural,9336,3.542778969,11.5
OK040,1,1,OK,county,rural,49761,0.4599589407,34
OK042,1,1,OK,county,urban,45276,31.9151268,36.5
OK043,1,1,OK,county,rural,9773,14.66392899,9
OK045,1,1,OK,county,rural,16182,14.66392899,10
OK046,1,1,OK,county,rural,40816,4.240931034,13.5
OK047,1,1,OK,county,rural,37313,2.636550426,6.5
OK050,1,1,OK,county,rural,13803,0.2464065701,7.5
OK051,1,1,OK,county,rural,69966,0.082135520879999993,32.5
OK053,1,1,OK,county,rural,3812,10.83093739,7.5
OK055,1,1,OK,county,urban,766215,6.496920109,265
OK056,1,1,OK,county,rural,39095,0.082135520879999993,23
OK058,1,1,OK,county,rural,32105,4.240931034,16.5
OK059,1,1,OK,county,rural,16401,1.793292284,7
OK060,1,1,OK,county,rural,80264,0.8788501024,54
OK061,NA,NA,NA,NA,NA,NA,NA,NA
OK062,NA,NA,NA,NA,NA,NA,NA,NA
OK063,1,1,OK,county,rural,71811,2.680356026,34
OK066,1,1,OK,county,rural,89815,0.9171800017,38
OK069,1,1,OK,county,rural,44493,0.2464065701,16
OK070,1,1,OK,county,rural,21853,10.83093739,17.8
OK071,0,1,OK,county,rural,7628,6.579055309,7
OK072,1,1,OK,county,urban,629598,5.412731171,318
OK073,1,1,OK,county,rural,75702,0.082135520879999993,17
OK076,1,1,OK,county,rural,9288,10.83093739,6
OK077,1,1,OK,county,rural,21529,10.83093739,12.75
OR001,1,1,OR,county,rural,16059,2.288843155,10
OR002,1,1,OR,county,urban,86316,7.159479618,109
OR003,1,1,OR,county,urban,394972,3.244353294,50
OR004,1,1,OR,county,rural,37474,2.579055548,15.08
OR005,1,1,OR,county,rural,49459,1.952087641,31
OR006,1,1,OR,county,rural,62475,1.741273046,23.5
OR007,1,1,OR,county,rural,20998,8.046543121,17.35
OR008,1,1,OR,county,rural,22335,1.831622124,19.7
OR009,1,1,OR,county,urban,170388,1.900068402,71.2
OR012,1,1,OR,county,rural,7180,4.246406555,12
OR013,NA,NA,NA,NA,NA,NA,NA,NA
OR014,1,1,OR,county,rural,22885,16.91717911,20.9
OR015,1,1,OR,county,rural,22192,6.828199863,14.5
OR016,1,1,OR,county,rural,83599,4.999315739,27.5
OR018,1,1,OR,county,rural,7838,0.2464065701,4.5
OR019,1,1,OR,county,urban,358337,1.177275896,NA
OR020,1,1,OR,county,rural,46406,3.830253363,NA
OR021,1,1,OR,county,rural,119356,12.59958935,NA
OR022,1,0,OR,county,urban,326110,12.57768631,75.15
OR023,1,0,OR,county,rural,11187,13.91649532,12.4
OR024,1,1,OR,county,urban,776712,1.782340884,1059.43
OR025,1,0,OR,county,rural,77916,2.329910994,18.35
OR026,NA,NA,NA,NA,NA,NA,NA,NA
OR027,1,1,OR,county,rural,76705,1.49760437,28
OR028,1,1,OR,county,rural,25691,7.635865688,NA
OR029,1,1,OR,county,rural,6820,10.68035603,2
OR030,NA,NA,NA,NA,NA,NA,NA,NA
OR031,1,0,OR,county,urban,562998,1.49760437,111.86
OR032,1,0,OR,county,rural,1375,18.24503708,2
OR033,1,1,OR,county,rural,101758,9.727583885,18.07
OR034,1,1,OR,county,rural,30359,0.4134154618,19.2
OR035,NA,NA,NA,NA,NA,NA,NA,NA
PA001,1,1,PA,county,urban,1231255,2.573579788,NA
PA002,0,1,PA,city,urban,119104,6.06707716,36.5
PA003,1,1,PA,city,urban,75135,3.244353294,19
PA004,NA,NA,NA,NA,NA,NA,NA,NA
PA005,1,1,PA,county,urban,512784,2.622861147,106
PA007,1,1,PA,county,urban,278443,1.99863112,71
PA012,1,1,PA,county,urban,816857,NA,113.5
PA013,1,1,PA,multi-county,urban,707502,0.09582477808,27
PA014,0,0,PA,city,urban,40814,0.2381930202,11.5
PA015,0,0,PA,multi-county,urban,635783,18.48870659,37
PA016,1,1,PA,county,urban,1560297,0.1204654351,NA
PA019,1,1,PA,multi-county,urban,1655335,9.831622124,42
PA021,0,0,PA,multi-county,urban,1464212,1.916495562,36
PA023,1,1,PA,city,urban,43865,7.244353294,14
PA063,1,0,PA,multi-county,urban,1363370,3.630390167,39.5
SC101,1,1,SC,multi-county,urban,1397508,1.081451058,320
SC102,1,1,SC,multi-county,urban,896814,3.080082178,324
SC103,1,1,SC,multi-county,urban,1118732,0.1971252561,NA
SC104,1,1,SC,multi-county,urban,1419428,5.787816525,316
SD006,1,1,SD,city,urban,168586,5.700205326,103
SD077,1,1,SD,multi-county,rural,73112,0.7282683253,25.2
SD078,1,1,SD,multi-county,rural,97529,0.6652977467,16.9
SD079,1,1,SD,multi-county,rural,89967,NA,NA
SD080,1,1,SD,multi-county,rural,53742,7.55646801,15.3
SD081,NA,NA,SD,multi-county,rural,94897,NA,NA
SD082,1,1,SD,multi-county,urban,286075,0.947296381,20
SD083,1,1,SD,multi-county,urban,122460,3.181382656,31.45
TN001,1,1,TN,county,rural,75528,11.98904896,35.5
TN002,1,1,TN,county,rural,46627,4.413415432,27
TN003,1,1,TN,county,rural,16145,8.665297508,6
TN004,1,1,TN,county,rural,13931,10.99794674,8
TN005,1,1,TN,county,urban,126339,0.9171800017,48
TN006,1,1,TN,county,urban,102975,31.24435234,62
TN007,1,1,TN,county,rural,39918,10.48323059,24.3
TN008,1,1,TN,county,urban,13757,2.830937624,5
TN009,1,1,TN,county,rural,28370,8.665297508,17
TN010,1,1,TN,county,urban,56886,13.36071205,33.8
TN011,NA,NA,NA,NA,NA,NA,NA,NA
TN012,1,1,TN,county,urban,39764,0.4982888401,13.8
TN013,1,1,TN,county,rural,17379,2.663928747,6.5
TN016,1,1,TN,county,rural,35374,9.160848618,15.8
TN018,1,1,TN,county,rural,14668,NA,12
TN019,1,1,TN,county,rural,57985,5.601642609,NA
TN020,1,1,TN,county,urban,668347,8.728268623,NA
TN022,1,1,TN,county,rural,19268,2.748802185,9.8
TN023,1,1,TN,county,rural,50575,0.8706365228,33.5
TN027,NA,NA,NA,NA,NA,NA,NA,NA
TN028,1,1,TN,county,urban,39011,NA,15
TN031,1,1,TN,county,rural,49472,6.412046432,19
TN032,1,1,TN,county,rural,28853,5.401779652,12
TN033,1,1,TN,county,rural,22864,3.748117685,13
TN034,1,1,TN,county,rural,68335,4.832306862,41.7
TN035,1,1,TN,county,rural,13425,10.99794674,8.3
TN036,1,1,TN,county,urban,63036,9.97399044,23
TN037,1,1,TN,county,rural,6657,12.09856224,6.2
TN038,1,1,TN,county,rural,25965,0.6598220468,17
TN039,1,1,TN,county,rural,25870,6.579055309,12
TN040,1,1,TN,county,rural,56735,12.09856224,38.4
TN041,1,1,TN,county,rural,18185,1.711156726,10.5
TN042,1,1,TN,county,rural,28009,0.6652977467,15.5
TN043,1,1,TN,county,rural,32204,8.665297508,15
TN045,1,1,TN,county,rural,8267,NA,3.8
TN046,1,1,TN,county,rural,18135,0.8706365228,10
TN047,1,1,TN,county,rural,11568,4.750171185,7
TN048,1,1,TN,county,urban,98178,1.412731051,100
TN049,1,1,TN,county,rural,52677,9.97399044,14
TN050,1,1,TN,county,rural,17859,13.36071205,8.5
TN051,1,1,TN,county,urban,448644,5.968514919,250
TN052,1,1,TN,county,rural,7631,9.749486923,3
TN053,1,1,TN,county,rural,27382,1.708418846,17.5
TN054,1,1,TN,county,rural,42274,1.916495562,25.5
TN055,1,1,TN,county,rural,11906,0.1724846065,7
TN056,1,1,TN,county,rural,33637,18.49691963,11.8
TN057,1,1,TN,county,urban,50771,22.58179283,15.5
TN058,1,1,TN,county,rural,23003,2.748802185,14.1
TN060,1,1,TN,county,urban,28407,10.99794674,12.1
TN061,1,1,TN,county,rural,31269,4.413415432,13
TN062,1,1,TN,county,rural,85515,0.5804243684,38
TN063,1,1,TN,county,rural,52626,10.99794674,25
TN064,1,1,TN,county,rural,26267,6.576317787,17
TN066,1,1,TN,county,urban,938803,0.2053388059,509
TN067,1,1,TN,county,rural,45233,22.36002731,15
TN068,1,1,TN,county,urban,189961,6.863791943,72.5
TN070,1,1,TN,county,rural,21660,8.832306862,10
TN071,1,1,TN,county,rural,30941,9.749486923,16.5
TN072,1,1,TN,county,rural,22028,NA,14
TN073,1,1,TN,county,rural,7822,0.1724846065,3
TN076,1,1,TN,county,rural,74165,8.750170708,56
TN078,1,1,TN,county,rural,52748,11.29089642,24
TN079,1,1,TN,county,urban,68079,11.997262,29.4
TN081,1,1,TN,county,urban,288906,6.412046432,86.2
TN084,1,1,TN,county,rural,95110,9.160848618,46
TN085,1,1,TN,county,rural,19009,1.664613247,11.6
TN086,1,1,TN,county,rural,13279,2.138261557,21.2
TN087,NA,NA,NA,NA,NA,NA,NA,NA
TN088,1,1,TN,county,urban,172706,6.236824036,46.5
TN089,1,1,TN,county,rural,61623,1.708418846,20.5
TN090,1,1,TN,county,urban,8002,4.068446159,3
TN092,1,1,TN,county,rural,17963,2.458590031,10
TN094,1,1,TN,county,rural,5633,NA,3.1
TN095,1,1,TN,county,rural,39969,2.830937624,27.5
TN096,1,1,TN,county,urban,126242,25.24572182,55.5
TN097,1,1,TN,county,rural,16913,1.916495562,7.5
TN098,1,1,TN,county,rural,34373,9.749486923,14.5
TN099,1,1,TN,county,rural,26301,2.830937624,16
TN100,1,1,TN,county,urban,205226,1.541409969,38
TN101,1,1,TN,county,rural,125376,4.068446159,32.1
TN103,NA,NA,NA,NA,NA,NA,NA,NA
TN108,NA,NA,NA,NA,NA,NA,NA,NA
TX001,1,1,TX,county,urban,135143,2.329910994,63
TX003,0,0,TX,county,rural,17477,22.82546234,11
TX004,NA,NA,NA,NA,NA,NA,NA,NA
TX007,1,1,TX,county,urban,1151145,0.9993155599,460
TX009,0,0,TX,city,urban,117585,4.216289997,96
TX010,0,0,TX,county,urban,329140,3.578371048,97.5
TX014,NA,NA,NA,NA,NA,NA,NA,NA
TX111,NA,NA,TX,county,urban,338124,5.563313007,49.5
TX112,1,0,TX,county,urban,209152,32.09034729,32.5
TX113,0,0,TX,county,rural,37653,0.8788501024,15
TX115,NA,NA,TX,county,urban,354478,1.01300478,199
TX120,1,NA,TX,county,rural,50902,4.082135677,20
TX122,0,0,TX,county,urban,612457,13.32785797,36
TX123,0,0,TX,county,rural,123694,10.66392899,11.75
TX125,NA,NA,NA,NA,NA,NA,NA,NA
TX131,1,0,TX,county,urban,747667,1.716632485,143
TX133,0,0,TX,county,urban,153904,12.49828911,20.25
TX134,1,1,TX,county,urban,833487,2.863791943,NA
TX135,0,0,TX,county,urban,645420,4.498288631,216
TX137,0,1,TX,county,urban,314198,0.1697467417,307
TX140,NA,NA,NA,NA,NA,NA,NA,NA
TX143,NA,NA,TX,county,urban,55621,7.895961761,7.5
TX144,1,1,TX,county,urban,2020286,NA,472
TX145,NA,NA,NA,NA,NA,NA,NA,NA
TX146,0,1,TX,city,urban,2239558,11.75633144,1240
TX151,1,1,TX,county,urban,80110,23.8302536,35
TX153,1,1,TX,county,urban,252309,14.74880219,230
TX155,0,0,TX,county,urban,293974,1.119781017,18
TX156,NA,NA,NA,NA,NA,NA,NA,NA
TX159,0,0,TX,county,rural,47894,3.244353294,4.75
TX160,0,0,TX,county,urban,155830,15.66324425,20
TX162,0,0,TX,county,rural,514598,NA,8.5
TX163,NA,NA,NA,NA,NA,NA,NA,NA
TX164,NA,NA,NA,NA,NA,NA,NA,NA
TX166,0,0,TX,county,rural,34720,10.33538628,7
TX167,0,0,TX,city,urban,278480,0.9856262803,21
TX168,0,1,TX,city,urban,54540,1.204654336,33
TX170,0,0,TX,county,urban,116608,7.244353294,7
TX171,0,1,TX,county,urban,1855866,0.689938426,482
TX172,NA,0,TX,county,rural,185025,3.244353294,10
TX175,NA,NA,NA,NA,NA,NA,NA,NA
TX177,0,0,TX,county,rural,15093,0.2464065701,9.2
TX179,1,1,TX,county,urban,218842,9.390828133,NA
TX181,0,0,TX,county,rural,27117,30.24503708,2
TX183,1,1,TX,county,urban,243441,4.128678799,NA
TX184,1,0,TX,county,urban,132355,9.49760437,NA
TX185,1,1,TX,county,urban,489250,0.9609856009,108
TX189,NA,NA,NA,NA,NA,NA,NA,NA
TX190,NA,NA,TX,county,urban,2283137,NA,NA
TX193,NA,NA,NA,NA,NA,NA,NA,NA
TX213,0,0,TX,county,rural,25520,15.8302536,2
TX224,0,0,TX,city,urban,153887,NA,NA
TX236,1,1,TX,county,urban,1945360,NA,361
TX240,NA,NA,NA,NA,NA,NA,NA,NA
TX242,NA,NA,NA,NA,NA,NA,NA,NA
TX247,NA,NA,NA,NA,NA,NA,NA,NA
UT001,1,1,UT,multi-county,urban,172154,11.70978737,98.5
UT002,NA,NA,NA,NA,NA,NA,NA,NA
UT003,1,1,UT,county,urban,560974,NA,208
UT004,1,1,UT,county,urban,329692,0.3613963127,114.89
UT005,NA,NA,NA,NA,NA,NA,NA,NA
UT006,1,1,UT,county,urban,1091742,10.74880219,353
UT007,NA,NA,NA,NA,NA,NA,NA,NA
UT008,1,1,UT,county,rural,39105,5.527720928,29
UT009,1,1,UT,county,rural,61598,1.229295015,NA
UT010,1,NA,UT,multi-county,rural,58364,1.522245049,27.25
UT011,1,1,UT,county,rural,27714,2.308008194,16
UT012,1,1,UT,multi-county,urban,251083,2.168377876,NA
UT013,1,1,UT,county,rural,15251,1.234770656,6.5
VA001,1,1,VA,multi-county,rural,45142,2.212183475,56.8
VA003,NA,NA,NA,NA,NA,NA,NA,NA
VA008,NA,NA,NA,NA,NA,NA,NA,NA
VA025,1,1,VA,city,urban,233371,29.08418846,93.5
VA026,NA,NA,NA,NA,NA,NA,NA,NA
VA031,1,1,VA,multi-county,rural,109889,2.997946501,70
VA036,1,1,VA,city-county,urban,1175622,13.06228638,579.75
VA045,1,1,VA,multi-county,urban,150898,3.258042336,46.1
VA052,1,1,VA,city,urban,136879,3.849418163,60.7
VA057,0,1,VA,county,urban,363050,14.95961666,80
VA065,NA,NA,NA,NA,NA,NA,NA,NA
VA069,1,0,VA,city,urban,245428,6.622860909,135
VA070,1,0,VA,multi-county,urban,230199,5.49760437,80
VA078,1,1,VA,city,urban,96004,4.082135677,63
VA082,1,1,VA,city-county,urban,503349,NA,NA
VA084,1,1,VA,multi-county,urban,352679,5.664613247,98
VA086,1,1,VA,city,urban,217853,9.412731171,112
VA100,1,1,VA,multi-county,rural,149398,6.083504677,142
VA104,NA,NA,NA,NA,NA,NA,NA,NA
VA110,1,1,VA,multi-county,urban,348629,3.849418163,117
VA114,1,1,VA,multi-county,rural,140811,0.6406570673,85
VA117,0,1,VA,county,urban,321924,6.329911232,78
VA127,1,1,VA,multi-county,rural,293467,0.7255304456,101
VA128,NA,NA,VA,multi-county,urban,257835,NA,NA
VA129,0,1,VA,multi-county,urban,155789,3.748117685,NA
VA130,1,1,VA,multi-county,rural,91301,24.44353104,58.8
VA131,1,1,VA,multi-county,rural,190942,1.916495562,95
VA133,1,1,VA,multi-county,rural,102939,5.749486446,47
VA134,1,0,VA,multi-county,urban,244403,1.221081495,88
VA135,1,1,VA,multi-county,rural,140414,1.867214203,52
VT001,1,1,VT,multi-city,rural,66108,5.459274292,13
VT002,1,1,VT,multi-city,rural,36445,3.520876169,13
VT003,1,1,VT,multi-city,rural,35732,2.557152748,NA
VT005,1,1,VT,multi-city,urban,160501,7.728952885,26
VT006,1,1,VT,multi-city,rural,36876,4.128678799,9.3
VT007,1,0,VT,multi-city,rural,31080,NA,NA
VT009,1,1,VT,multi-city,rural,60249,8.750170708,15
VT010,0,1,VT,multi-city,rural,33523,14.66392899,9
VT011,0,0,VT,multi-city,rural,55636,16.50376511,15
VT014,1,1,VT,multi-city,rural,47954,2.858316183,9.9
WA001,0,1,WA,county,rural,19179,3.663244247,8.75
WA002,0,1,WA,county,urban,22189,4.739219666,6.21
WA003,0,1,WA,multi-county,urban,274295,NA,87.05
WA004,0,0,WA,county,urban,254183,2.401095152,97.8
WA005,1,1,WA,multi-county,urban,114392,12.37782383,34.5
WA006,0,1,WA,county,rural,72715,10.1273098,30.03
WA007,1,1,WA,county,rural,3985,4.999315739,4.15
WA008,0,1,WA,county,urban,102133,9.05407238,28.5
WA009,0,0,WA,county,rural,2215,14.99794674,2.81
WA010,1,1,WA,county,rural,93147,0.4599589407,21.82
WA011,0,1,WA,county,rural,70818,8.413415909,31.5
WA012,NA,NA,NA,NA,NA,NA,NA,NA
WA013,1,1,WA,county,rural,30228,NA,NA
WA014,1,1,WA,county,rural,42522,3.088295698,17.1
WA015,0,1,WA,county,rural,75128,6.579055309,26.71
WA016,1,0,WA,county,rural,10250,21.787817,5.3
WA017,1,1,WA,county,rural,60711,NA,21.2
WA018,0,1,WA,multi-county,rural,64302,6.083504677,22.5
WA019,NA,NA,NA,NA,NA,NA,NA,NA
WA020,0,1,WA,county,rural,20561,4.580424309,17.32
WA021,0,NA,WA,county,rural,16015,1.916495562,25.3
WA022,1,1,WA,county,urban,2079967,1.637234807,1244
WA023,0,1,WA,county,urban,120365,2.245037556,33.24
WA024,1,1,WA,county,urban,759583,9.160848618,126.35
WA025,1,1,WA,county,urban,451008,2.46406579,NA
WA026,1,1,WA,county,urban,484318,6.833675385,217
WA027,1,1,WA,county,urban,831928,7.496235371,251.1
WA028,0,1,WA,county,urban,265851,0.1204654351,99.5
WA029,1,1,WA,county,rural,4067,3.53182745,5
WA030,1,1,WA,county,rural,59844,1.749486685,24.5
WA031,1,1,WA,county,urban,208351,15.43600273,76
WA032,0,1,WA,county,rural,46827,2.830937624,14
WA033,0,0,WA,county,urban,247687,3.838466883,NA
WA034,1,1,WA,county,rural,20861,14.16016388,15.5
WA038,NA,0,WA,county,rural,11340,8.498289108,14
WI001,1,1,WI,county,rural,20215,5.437371731,8.75
WI002,1,1,WI,city,urban,73971,16.24640656,14.5
WI003,1,1,WI,county,rural,16103,4.339493275,7
WI004,1,1,WI,county,rural,45455,1.330595493,17
WI005,1,1,WI,county,rural,14985,0.1806981564,8.52
WI007,NA,NA,NA,NA,NA,NA,NA,NA
WI008,0,0,WI,multi-city,urban,114889,9.292265892,20.5
WI009,0,0,WI,county,rural,13188,1.905544162,5.6
WI010,1,1,WI,county,rural,15328,8.566735268,4.8
WI011,1,1,WI,county,rural,49491,1.215605736,11.1
WI012,1,1,WI,county,urban,63460,2.110882998,34.5
WI013,1,1,WI,county,rural,34423,6.370978832,7.8
WI014,1,1,WI,county,rural,56615,5.749486446,8.5
WI015,1,1,WI,county,rural,16392,22.49691963,5.1
WI016,1,1,WI,city,urban,18341,1.483915091,4.5
WI018,1,1,WI,city,urban,24555,2.710472345,4.4
WI019,1,1,WI,county,rural,88574,2.959616661,NA
WI020,1,1,WI,county,rural,27766,24.59685135,10.53
WI021,0,1,WI,county,urban,43698,NA,7
WI022,0,1,WI,county,rural,44305,13.43463421,14.3
WI023,1,1,WI,county,urban,101564,3.329226494,54.06
WI024,1,1,WI,county,rural,4481,5.401779652,3.5
WI025,1,1,WI,county,urban,101759,3.189596176,35
WI026,1,1,WI,county,rural,9127,7.627652168,5
WI027,1,0,WI,city,urban,36278,23.32922745,6.75
WI029,1,1,WI,county,rural,51829,12.23545551,23.2
WI031,1,1,WI,county,rural,37063,7.827515602,NA
WI032,1,1,WI,county,rural,18836,22.54072571,6.65
WI033,1,1,WI,city,urban,14332,11.21971226,4.2
WI034,1,1,WI,city,urban,37157,8.763860703,6.7
WI035,0,0,WI,city,urban,7757,0.6652977467,2.4
WI036,1,1,WI,county,rural,23825,0.5256673694,4.2
WI037,NA,NA,WI,county,rural,5917,NA,NA
WI038,1,1,WI,county,rural,20652,NA,8.4
WI040,1,1,WI,county,rural,84395,25.62080765,22
WI041,1,1,WI,county,rural,26395,28.24640656,13.8
WI042,0,0,WI,county,urban,168068,5.445585251,56.46
WI043,1,1,WI,county,rural,20444,1.284052014,5
WI044,1,1,WI,county,urban,118011,0.5722107887,55
WI045,1,0,WI,county,rural,16853,NA,NA
WI046,1,1,WI,county,rural,28493,10.24503803,12.4
WI047,1,1,WI,county,urban,516284,3.811088324,128.2
WI049,0,1,WI,county,rural,80160,1.831622124,19.86
WI050,1,1,WI,county,urban,135780,6.488706589,39.525
WI051,1,0,WI,county,rural,41298,4.246406555,8.5
WI052,1,1,WI,county,rural,15050,0.6379192472,7.5
WI053,0,1,WI,city,urban,17604,1.560574889,9.04
WI057,0,1,WI,city,urban,599642,11.77549648,241.86
WI058,1,NA,WI,county,rural,45379,30.90485954,10.5
WI060,0,1,WI,city,urban,35053,9.650923729,6.3
WI061,0,1,WI,county,rural,37417,24.49828911,9.71
WI062,1,1,WI,county,rural,35563,4.109514236,21
WI064,1,1,WI,county,urban,182006,3.51540041,26.9
WI065,NA,NA,NA,NA,NA,NA,NA,NA
WI066,0,0,WI,county,rural,7335,10.25598907,3.95
