JURISDICTION,YEAR,POPULATION,MURDER,RAPE,ROBBERY,AGG. ASSAULT,B & E,LARCENY THEFT,M/V THEFT,GRAND TOTAL,PERCENT CHANGE,VIOLENT CRIME TOTAL,VIOLENT CRIME PERCENT,VIOLENT CRIME PERCENT CHANGE,PROPERTY CRIME TOTALS,PROPERTY CRIME PERCENT,PROPERTY CRIME PERCENT CHANGE,"OVERALL CRIME RATE PER 100,000 PEOPLE","OVERALL PERCENT CHANGE PER 100,000 PEOPLE","VIOLENT CRIME RATE PER 100,000 PEOPLE","VIOLENT CRIME RATE PERCENT CHANGE PER 100,000 PEOPLE","PROPERTY CRIME RATE PER 100,000 PEOPLE","PROPERTY CRIME RATE PERCENT CHANGE PER 100,000 PEOPLE","MURDER PER 100,000 PEOPLE","RAPE PER 100,000 PEOPLE","ROBBERY PER 100,000 PEOPLE","AGG. ASSAULT PER 100,000 PEOPLE","B & E PER 100,000 PEOPLE","LARCENY THEFT PER 100,000 PEOPLE","M/V THEFT PER 100,000 PEOPLE","MURDER  RATE PERCENT CHANGE PER 100,000 PEOPLE","RAPE RATE PERCENT CHANGE PER 100,000 PEOPLE","ROBBERY RATE PERCENT CHANGE PER 100,000 PEOPLE","AGG. ASSAULT  RATE PERCENT CHANGE PER 100,000 PEOPLE","B & E RATE PERCENT CHANGE PER 100,000 PEOPLE","LARCENY THEFT  RATE PERCENT CHANGE PER 100,000 PEOPLE","M/V THEFT  RATE PERCENT CHANGE PER 100,000 PEOPLE"
Somerset County,01/01/1989 12:00:00 AM,19703,1,12,9,92,192,220,29,555,-20.3,114,20.5,-1.7,441,79.5,-24,2816.8,-19.2,578.6,-0.4,2238.2,-22.9,5.1,60.9,45.7,466.9,974.5,1116.6,147.2,1.4,143.3,-8.8,-6.8,-31.2,-17.1,5
Somerset County,01/01/1990 12:00:00 AM,23440,4,4,10,86,214,294,30,642,15.7,104,16.2,-8.8,538,83.8,22,2738.9,-2.8,443.7,-23.3,2295.2,2.5,17.1,17.1,42.7,366.9,913,1254.3,128,236.2,-72,-6.6,-21.4,-6.3,12.3,-13
Somerset County,01/01/1991 12:00:00 AM,23824,1,12,8,108,262,426,35,852,32.7,129,15.1,24,723,84.9,34.4,3576.2,30.6,541.5,22,3034.8,32.2,4.2,50.4,33.6,453.3,1099.7,1788.1,146.9,-75.4,195.2,-21.3,23.6,20.5,42.6,14.8
Somerset County,01/01/1992 12:00:00 AM,24057,1,11,13,155,259,465,44,948,11.3,180,19,39.5,768,81,6.2,3940.6,10.2,748.2,38.2,3192.4,5.2,4.2,45.7,54,644.3,1076.6,1932.9,182.9,-1,-9.2,60.9,42.1,-2.1,8.1,24.5
Somerset County,01/01/1993 12:00:00 AM,23785,0,11,19,107,267,533,33,970,2.3,137,14.1,-23.9,833,85.9,8.5,4078.2,3.5,576,-23,3502.2,9.7,0,46.2,79.9,449.9,1122.6,2240.9,138.7,-100,1.1,47.8,-30.2,4.3,15.9,-24.1
Somerset County,01/01/1994 12:00:00 AM,23980,1,13,16,78,260,552,29,949,-2.2,108,11.4,-21.2,841,88.6,1,3957.5,-3,450.4,-21.8,3507.1,0.1,4.2,54.2,66.7,325.3,1084.2,2301.9,120.9,417,17.2,-16.5,-27.7,-3.4,2.7,-12.8
Somerset County,01/01/1995 12:00:00 AM,23895,5,13,12,55,228,441,15,769,-19,85,11.1,-21.3,684,88.9,-18.7,3218.2,-18.7,355.7,-21,2862.5,-18.4,20.9,54.4,50.2,230.2,954.2,1845.6,62.8,401.8,0.4,-24.7,-29.2,-12,-19.8,-48.1
Somerset County,01/01/1996 12:00:00 AM,24036,1,8,18,106,224,515,25,897,16.6,133,14.8,56.5,764,85.2,11.7,3731.9,16,553.3,55.6,3178.6,11,4.2,33.3,74.9,441,931.9,2142.6,104,-80.1,-38.8,49.1,91.6,-2.3,16.1,65.7
Somerset County,01/01/1997 12:00:00 AM,24139,3,16,16,90,235,450,31,841,-6.2,125,14.9,-6,716,85.1,-6.3,3484,-6.6,517.8,-6.4,2966.2,-6.7,12.4,66.3,66.3,372.8,973.5,1864.2,128.4,198.7,99.1,-11.5,-15.5,4.5,-13,23.5
Somerset County,01/01/1998 12:00:00 AM,24671,2,7,9,113,230,435,33,829,-1.4,131,15.8,4.8,698,84.2,-2.5,3360.2,-3.6,531,2.5,2829.2,-4.6,8.1,28.4,36.5,458,932.3,1763.2,133.8,-34.8,-57.2,-45,22.8,-4.2,-5.4,4.2
Somerset County,01/01/1999 12:00:00 AM,24470,0,14,11,115,210,443,36,829,0,140,16.9,6.9,689,83.1,-1.3,3387.8,0.8,572.1,7.7,2815.7,-0.5,0,57.2,45,470,858.2,1810.4,147.1,-100,101.6,23.2,2.6,-7.9,2.7,10
Somerset County,01/01/2000 12:00:00 AM,24747,0,18,16,90,193,402,35,754,-9,124,16.4,-11.4,630,83.6,-8.6,3046.8,-10.1,501.1,-12.4,2545.8,-9.6,0,72.7,64.7,363.7,779.9,1624.4,141.4,0,27.1,43.8,-22.6,-9.1,-10.3,-3.9
Somerset County,01/01/2001 12:00:00 AM,25115,0,10,12,102,123,387,29,663,-12.1,124,18.7,0,539,81.3,-14.4,2639.9,-13.4,493.7,-1.5,2146.1,-15.7,0,39.8,47.8,406.1,489.7,1540.9,115.5,0,-45.3,-26.1,11.7,-37.2,-5.1,-18.4
Somerset County,01/01/2002 12:00:00 AM,25503,2,12,7,97,210,415,24,767,15.7,118,15.4,-4.8,649,84.6,20.4,3007.5,13.9,462.7,-6.3,2544.8,18.6,7.8,47.1,27.4,380.3,823.4,1627.3,94.1,784.2,18.2,-42.6,-6.3,68.1,5.6,-18.5
Somerset County,01/01/2003 12:00:00 AM,25793,2,7,18,109,217,459,39,851,11,136,16,15.3,715,84,10.2,3299.3,9.7,527.3,14,2772.1,8.9,7.8,27.1,69.8,422.6,841.3,1779.6,151.2,-1.1,-42.3,154.3,11.1,2.2,9.4,60.7
Somerset County,01/01/2004 12:00:00 AM,25674,1,9,21,104,192,455,26,808,-5.1,135,16.7,-0.7,673,83.3,-5.9,3147.2,-4.6,525.8,-0.3,2621.3,-5.4,3.9,35.1,81.8,405.1,747.8,1772.2,101.3,-49.8,29.2,17.2,-4.1,-11.1,-0.4,-33
Somerset County,01/01/2005 12:00:00 AM,26060,1,3,28,92,222,500,27,873,8,124,14.2,-8.1,749,85.8,11.3,3350,6.4,475.8,-9.5,2874.1,9.6,3.8,11.5,107.4,353,851.9,1918.6,103.6,-1.5,-67.2,31.4,-12.8,13.9,8.3,2.3
Somerset County,01/01/2006 12:00:00 AM,25916,2,4,18,103,270,577,37,1011,15.8,127,12.6,2.4,884,87.4,18,3901.1,16.5,490,3,3411,18.7,7.7,15.4,69.5,397.4,1041.8,2226.4,142.8,101.1,34.1,-35.4,12.6,22.3,16,37.8
Somerset County,01/01/2007 12:00:00 AM,25722,0,6,21,95,202,506,29,859,-15,122,14.2,-3.9,737,85.8,-16.6,3339.6,-14.4,474.3,-3.2,2865.3,-16,0,23.3,81.6,369.3,785.3,1967.2,112.7,-100,51.1,17.5,-7.1,-24.6,-11.6,-21
Somerset County,01/01/2008 12:00:00 AM,25996,2,4,20,68,181,488,35,798,-7.1,94,11.8,-23,704,88.2,-4.5,3069.7,-8.1,361.6,-23.8,2708.1,-5.5,7.7,15.4,76.9,261.6,696.3,1877.2,134.6,769.3,-34,-5.8,-29.2,-11.3,-4.6,19.4
Somerset County,01/01/2009 12:00:00 AM,26409,1,7,25,68,268,420,12,801,0.4,101,12.6,7.4,700,87.4,-0.6,3033.1,-1.2,382.4,5.8,2650.6,-2.1,3.8,26.5,94.7,257.5,1014.8,1590.4,45.4,-50.8,72.3,23,-1.6,45.8,-15.3,-66.3
Somerset County,01/01/2010 12:00:00 AM,26236,1,2,17,66,163,387,19,655,-18.2,86,13.1,-14.9,569,86.9,-18.7,2496.6,-17.7,327.8,-14.3,2168.8,-18.2,3.8,7.6,64.8,251.6,621.3,1475.1,72.4,0.7,-71.2,-31.6,-2.3,-38.8,-7.2,59.4
Somerset County,01/01/2011 12:00:00 AM,26721,2,2,19,58,163,405,13,662,1.1,81,12.2,-5.8,581,87.8,2.1,2477.5,-0.8,303.1,-7.5,2174.3,0.3,7.5,7.5,71.1,217.1,610,1515.7,48.7,96.4,-1.8,9.7,-13.7,-1.8,2.8,-32.8
Somerset County,01/01/2012 12:00:00 AM,26593,3,9,9,54,147,338,9,569,-14,75,13.2,-7.4,494,86.8,-15,2139.7,-13.6,282,-7,1857.6,-14.6,11.3,33.8,33.8,203.1,552.8,1271,33.8,50.7,352.2,-52.4,-6.4,-9.4,-16.1,-30.4
Somerset County,01/01/2013 12:00:00 AM,26226,2,8,14,47,126,371,17,585,2.8,71,12.1,-5.3,514,87.9,4,2230.6,4.3,270.7,-4,1959.9,5.5,7.6,30.5,53.4,179.2,480.4,1414.6,64.8,-32.4,-9.9,57.7,-11.7,-13.1,11.3,91.5
Somerset County,01/01/2014 12:00:00 AM,26270,0,9,14,48,144,310,10,535,-8.5,71,13.3,0,464,86.7,-9.7,2036.5,-8.7,270.3,-0.2,1766.3,-9.9,0,34.3,53.3,182.7,548.2,1180.1,38.1,-100,12.3,-0.2,2,14.1,-16.6,-41.3
Somerset County,01/01/2015 12:00:00 AM,25626,0,17,10,56,115,239,11,448,-16.3,83,18.5,16.9,365,81.5,-21.3,1748.2,-14.2,323.9,19.8,1424.3,-19.4,0,66.3,39,218.5,448.8,932.6,42.9,0,93.6,-26.8,19.6,-18.1,-21,12.8
Somerset County,01/01/2016 12:00:00 AM,25481,2,17,16,80,145,332,15,607,35.5,115,18.9,38.6,492,81.1,34.8,2382.2,36.3,451.3,39.3,1930.9,-19.4,7.8,66.7,62.8,314,569.1,1302.9,58.9,784.9,0.6,60.9,43.7,26.8,39.7,37.1
St. Mary's County,01/01/1975 12:00:00 AM,55035,3,11,23,78,548,969,82,1714,,115,6.7,,1599,93.3,,3114.4,,209,,2905.4,,5.5,20,41.8,141.7,995.7,1760.7,149,,,,,,,
St. Mary's County,01/01/1976 12:00:00 AM,50455,3,10,20,90,565,877,85,1650,-3.7,123,7.5,7,1527,92.5,-4.5,3270.2,5,243.8,16.7,3026.5,4.2,5.9,19.8,39.6,178.4,1119.8,1738.2,168.5,9.1,-0.8,-5.2,25.9,12.5,-1.3,13.1
St. Mary's County,01/01/1977 12:00:00 AM,53400,7,10,16,89,590,1057,69,1838,11.4,122,6.6,-0.8,1716,93.4,12.4,3441.9,5.3,228.5,-6.3,3213.5,6.2,13.1,18.7,30,166.7,1104.9,1979.4,129.2,120.5,-5.5,-24.4,-6.6,-1.3,13.9,-23.3
St. Mary's County,01/01/1978 12:00:00 AM,53509,4,11,14,71,613,1124,65,1902,3.5,100,5.3,-18,1802,94.7,5,3554.5,3.3,186.9,-18.2,3367.7,4.8,7.5,20.6,26.2,132.7,1145.6,2100.6,121.5,-43,9.8,-12.7,-20.4,3.7,6.1,-6
St. Mary's County,01/01/1979 12:00:00 AM,54182,4,17,25,119,646,1233,71,2115,11.2,165,7.8,65,1950,92.2,8.2,3903.5,9.8,304.5,63,3599,6.9,7.4,31.4,46.1,219.6,1192.3,2275.7,131,-1.2,52.6,76.4,65.5,4.1,8.3,7.9
St. Mary's County,01/01/1980 12:00:00 AM,59799,3,14,23,149,542,1229,69,2029,-4.1,189,9.3,14.5,1840,90.7,-5.6,3393,-13.1,316.1,3.8,3077,-14.5,5,23.4,38.5,249.2,906.4,2055.2,115.4,-32,-25.4,-16.6,13.4,-24,-9.7,-11.9
St. Mary's County,01/01/1981 12:00:00 AM,60780,0,7,19,145,603,1235,77,2086,2.8,171,8.2,-9.5,1915,91.8,4.1,3432.1,1.1,281.3,-11,3150.7,2.4,0,11.5,31.3,238.6,992.1,2031.9,126.7,-100,-50.8,-18.7,-4.3,9.5,-1.1,9.8
St. Mary's County,01/01/1982 12:00:00 AM,60837,7,9,10,121,540,1085,54,1826,-12.5,147,8.1,-14,1679,91.9,-12.3,3001.5,-12.5,241.6,-14.1,2759.8,-12.4,11.5,14.8,16.4,198.9,887.6,1783.5,88.8,1150.6,28.5,-47.4,-16.6,-10.5,-12.2,-29.9
St. Mary's County,01/01/1983 12:00:00 AM,61393,1,11,16,159,397,981,31,1596,-12.6,187,11.7,27.2,1409,88.3,-16.1,2599.6,-13.4,304.6,26.1,2295,-16.8,1.6,17.9,26.1,259,646.7,1597.9,50.5,-85.8,21.1,58.6,30.2,-27.1,-10.4,-43.1
St. Mary's County,01/01/1984 12:00:00 AM,62450,5,15,10,210,377,1104,39,1760,10.3,240,13.6,28.3,1520,86.4,7.9,2818.3,8.4,384.3,26.2,2433.9,6.1,8,24,16,336.3,603.7,1767.8,62.4,391.5,34.1,-38.6,29.8,-6.6,10.6,23.7
St. Mary's County,01/01/1985 12:00:00 AM,64123,1,10,24,312,452,1029,51,1879,6.8,347,18.5,44.6,1532,81.5,0.8,2930.3,4,541.1,40.8,2389.2,-1.8,1.6,15.6,37.4,486.6,704.9,1604.7,79.5,-80.5,-35.1,133.7,44.7,16.8,-9.2,27.4
St. Mary's County,01/01/1986 12:00:00 AM,65135,0,21,18,250,499,1062,77,1927,2.6,289,15,-16.7,1638,85,6.9,2958.5,1,443.7,-18,2514.8,5.3,0,32.2,27.6,383.8,766.1,1630.5,118.2,-100,106.7,-26.2,-21.1,8.7,1.6,48.6
St. Mary's County,01/01/1987 12:00:00 AM,68381,2,15,19,256,523,1232,71,2118,9.9,292,13.8,1,1826,86.2,11.5,3097.4,4.7,427,-3.8,2670.3,6.2,2.9,21.9,27.8,374.4,764.8,1801.7,103.8,292.5,-32,0.5,-2.5,-0.2,10.5,-12.2
St. Mary's County,01/01/1988 12:00:00 AM,71380,4,23,37,327,728,1332,182,2633,24.3,391,14.8,33.9,2242,85.2,22.8,3688.7,19.1,547.8,28.3,3140.9,17.6,5.6,32.2,51.8,458.1,1019.9,1866.1,255,91.6,46.9,86.6,22.4,33.3,3.6,145.6
St. Mary's County,01/01/1989 12:00:00 AM,71398,4,27,58,269,717,1275,129,2479,-5.8,358,14.4,-8.4,2121,85.6,-5.4,3472.1,-5.9,501.4,-8.5,2970.7,-5.4,5.6,37.8,81.2,376.8,1004.2,1785.8,180.7,0,17.4,56.7,-17.8,-1.5,-4.3,-29.1
St. Mary's County,01/01/1990 12:00:00 AM,75974,1,22,45,381,735,1321,121,2626,5.9,449,17.1,25.4,2177,82.9,2.6,3456.4,-0.5,591,17.9,2865.5,-3.5,1.3,29,59.2,501.5,967.4,1738.8,159.3,-76.5,-23.4,-27.1,33.1,-3.7,-2.6,-11.9
St. Mary's County,01/01/1991 12:00:00 AM,77221,6,31,50,332,958,1447,86,2910,10.8,419,14.4,-6.7,2491,85.6,14.4,3768.4,9,542.6,-8.2,3225.8,12.6,7.8,40.1,64.7,429.9,1240.6,1873.8,111.4,490.3,38.6,9.3,-14.3,28.2,7.8,-30.1
St. Mary's County,01/01/1992 12:00:00 AM,77983,3,27,52,316,664,1432,83,2577,-11.4,398,15.4,-5,2179,84.6,-12.5,3304.6,-12.3,510.4,-5.9,2794.2,-13.4,3.8,34.6,66.7,405.2,851.5,1836.3,106.4,-50.5,-13.8,3,-5.7,-31.4,-2,-4.4
St. Mary's County,01/01/1993 12:00:00 AM,80410,3,35,49,271,581,1424,70,2433,-5.6,358,14.7,-10.1,2075,85.3,-4.8,3025.7,-8.4,445.2,-12.8,2580.5,-7.6,3.7,43.5,60.9,337,722.5,1770.9,87.1,-3,25.7,-8.6,-16.8,-15.1,-3.6,-18.2
St. Mary's County,01/01/1994 12:00:00 AM,81071,2,26,44,244,555,1380,70,2321,-4.6,316,13.6,-11.7,2005,86.4,-3.4,2862.9,-5.4,389.8,-12.5,2473.1,-4.2,2.5,32.1,54.3,301,684.6,1702.2,86.3,-33.9,-26.3,-10.9,-10.7,-5.3,-3.9,-0.8
St. Mary's County,01/01/1995 12:00:00 AM,80901,3,23,51,260,541,1452,70,2400,3.4,337,14,6.6,2063,86,2.9,2966.6,3.6,416.6,6.9,2550,3.1,3.7,28.4,63,321.4,668.7,1794.8,86.5,50.3,-11.4,16.2,6.8,-2.3,5.4,0.2
St. Mary's County,01/01/1996 12:00:00 AM,81382,3,30,45,253,609,1656,78,2674,11.4,331,12.4,-1.8,2343,87.6,13.6,3285.7,10.8,406.7,-2.4,2879,12.9,3.7,36.9,55.3,310.9,748.3,2034.8,95.8,-0.6,29.7,-12.3,-3.3,11.9,13.4,10.8
St. Mary's County,01/01/1997 12:00:00 AM,81735,3,32,54,250,619,1838,104,2900,8.5,339,11.7,2.4,2561,88.3,9.3,3548.1,8,414.8,2,3133.3,8.8,3.7,39.2,66.1,305.9,757.3,2248.7,127.2,-0.4,6.2,19.5,-1.6,1.2,10.5,32.8
St. Mary's County,01/01/1998 12:00:00 AM,86374,5,25,47,203,504,1575,79,2438,-15.9,280,11.5,-17.4,2158,88.5,-15.7,2822.6,-20.4,324.2,-21.8,2498.4,-20.3,5.8,28.9,54.4,235,583.5,1823.5,91.5,57.7,-26.1,-17.6,-23.2,-23,-18.9,-28.1
St. Mary's County,01/01/1999 12:00:00 AM,88299,2,31,42,201,426,1331,75,2108,-13.5,276,13.1,-1.4,1832,86.9,-15.1,2387.3,-15.4,312.6,-3.6,2074.8,-17,2.3,35.1,47.6,227.6,482.5,1507.4,84.9,-60.9,21.3,-12.6,-3.1,-17.3,-17.3,-7.1
St. Mary's County,01/01/2000 12:00:00 AM,86211,5,11,21,255,366,1449,68,2175,3.2,292,13.4,5.8,1883,86.6,2.8,2522.9,5.7,338.7,8.4,2184.2,5.3,5.8,12.8,24.4,295.8,424.5,1680.8,78.9,156.1,-63.7,-48.8,29.9,-12,11.5,-7.1
St. Mary's County,01/01/2001 12:00:00 AM,87492,4,12,12,294,374,1110,68,1874,-13.8,322,17.2,10.3,1552,82.8,-17.6,2141.9,-15.1,368,8.7,1773.9,-18.8,4.6,13.7,13.7,336,427.5,1268.7,77.7,-21.2,7.5,-43.7,13.6,0.7,-24.5,-1.5
St. Mary's County,01/01/2002 12:00:00 AM,88842,3,16,32,325,349,1284,133,2142,14.3,376,17.6,16.8,1766,82.4,13.8,2411,12.6,423.2,15,1987.8,12.1,3.4,18,36,365.8,392.8,1445.3,149.7,-26.1,31.3,162.6,8.9,-8.1,13.9,92.6
St. Mary's County,01/01/2003 12:00:00 AM,90882,1,14,38,268,457,1289,127,2194,2.4,321,14.6,-14.6,1873,85.4,6.1,2414.1,0.1,353.2,-16.5,2060.9,3.7,1.1,15.4,41.8,294.9,502.8,1418.3,139.7,-67.4,-14.5,16.1,-19.4,28,-1.9,-6.7
St. Mary's County,01/01/2004 12:00:00 AM,93582,3,12,32,261,488,1314,107,2217,1,308,13.9,-4,1909,86.1,1.9,2369,-1.9,329.1,-6.8,2039.9,-1,3.2,12.8,34.2,278.9,521.5,1404.1,114.3,191.3,-16.8,-18.2,-5.4,3.7,-1,-18.2
St. Mary's County,01/01/2005 12:00:00 AM,95644,1,24,45,290,415,1401,142,2318,4.6,360,15.5,16.9,1958,84.5,2.6,2423.6,2.3,376.4,14.4,2047.2,0.4,1,25.1,47,303.2,433.9,1464.8,148.5,-67.4,95.7,37.6,8.7,-16.8,4.3,29.8
St. Mary's County,01/01/2006 12:00:00 AM,96782,5,15,61,239,557,1662,177,2716,17.2,320,11.8,-11.1,2396,88.2,22.4,2806.3,15.8,330.6,-12.2,2475.7,20.9,5.2,15.5,63,246.9,575.5,1717.3,182.9,394.1,-38.2,34,-18.6,32.6,17.2,23.2
St. Mary's County,01/01/2007 12:00:00 AM,99909,1,15,45,266,616,1605,128,2676,-1.5,327,12.2,2.2,2349,87.8,-2,2678.4,-4.6,327.3,-1,2351.1,-5,1,15,45,266.2,616.6,1606.5,128.1,-80.6,-3.1,-28.5,7.8,7.1,-6.5,-29.9
St. Mary's County,01/01/2008 12:00:00 AM,101533,2,11,44,247,519,1567,135,2525,-5.6,304,12,-7,2221,88,-5.4,2486.9,-7.2,299.4,-8.5,2187.5,-7,2,10.8,43.3,243.3,511.2,1543.3,133,96.8,-27.8,-3.8,-8.6,-17.1,-3.9,3.8
St. Mary's County,01/01/2009 12:00:00 AM,103916,0,20,45,243,435,1506,115,2364,-6.4,308,13,1.3,2056,87,-7.4,2274.9,-8.5,296.4,-1,1978.5,-9.6,0,19.2,43.3,233.8,418.6,1449.2,110.7,-100,77.6,-0.1,-3.9,-18.1,-6.1,-16.8
St. Mary's County,01/01/2010 12:00:00 AM,105411,4,12,40,267,486,1655,103,2567,8.6,323,12.6,4.9,2244,87.4,9.1,2435.2,7,306.4,3.4,2128.8,7.6,3.8,11.4,37.9,253.3,461.1,1570,97.7,379.5,-40.9,-12.4,8.3,10.1,8.3,-11.7
St. Mary's County,01/01/2011 12:00:00 AM,106148,1,23,61,186,712,1841,133,2957,15.2,271,9.2,-16.1,2686,90.8,19.7,2785.7,14.4,255.3,-16.7,2530.4,18.9,0.9,21.7,57.5,175.2,670.8,1734.4,125.3,-75.2,90.3,51.4,-30.8,45.5,10.5,28.2
St. Mary's County,01/01/2012 12:00:00 AM,108522,0,12,51,194,753,1938,87,3035,2.6,257,8.5,-5.2,2778,91.5,3.4,2796.7,0.4,236.8,-7.2,2559.8,1.2,0,11.1,47,178.8,693.9,1785.8,80.2,-100,-49,-18.2,2,3.4,3,-36
St. Mary's County,01/01/2013 12:00:00 AM,110294,3,6,62,172,641,1741,119,2744,-9.6,243,8.9,-5.4,2501,91.1,-10,2487.9,-11,220.3,-7,2267.6,-11.4,2.7,5.4,56.2,155.9,581.2,1578.5,107.9,272,-50.8,19.6,-12.8,-16.2,-11.6,34.6
St. Mary's County,01/01/2014 12:00:00 AM,110842,0,22,58,183,513,1625,73,2474,-9.8,263,10.6,8.2,2211,89.4,-11.6,2232,-10.3,237.3,7.7,1994.7,-12,0,19.8,52.3,165.1,462.8,1466.1,65.9,-100,264.9,-6.9,5.9,-20.4,-7.1,-39
St. Mary's County,01/01/2015 12:00:00 AM,111234,2,20,51,224,545,1673,69,2584,4.4,297,11.5,12.9,2287,88.5,3.4,2323,4.1,267,12.5,2056,3.1,1.8,18,45.8,201.4,490,1504,62,179.8,-9.4,-12.4,22,5.9,2.6,-5.8
St. Mary's County,01/01/2016 12:00:00 AM,111930,2,28,31,166,413,1591,71,2302,-10.9,227,9.9,-23.6,2075,90.1,-9.3,2056.6,-11.5,202.8,-24,1853.8,3.1,1.8,25,27.7,148.3,369,1421.4,63.4,-0.6,39.1,-39.6,-26.4,-24.7,-5.5,2.3
Talbot County,01/01/1975 12:00:00 AM,24948,2,4,23,48,246,528,28,879,,77,8.8,,802,91.2,,3523.3,,308.6,,3214.7,,8,16,92.2,192.4,986.1,2116.4,112.2,,,,,,,
Talbot County,01/01/1976 12:00:00 AM,25784,1,6,23,52,265,598,20,965,9.8,82,8.5,6.5,883,91.5,10.1,3742.6,6.2,318,3,3424.6,6.5,3.9,23.3,89.2,201.7,1027.8,2319.3,77.6,-51.6,45.1,-3.2,4.8,4.2,9.6,-30.9
Talbot County,01/01/1977 12:00:00 AM,25970,1,9,21,85,214,604,34,968,0.3,116,12,41.5,852,88,-3.5,3727.4,-0.4,446.7,40.5,3280.7,-4.2,3.9,34.7,80.9,327.3,824,2325.8,130.9,-0.7,48.9,-9.3,62.3,-19.8,0.3,68.8
Talbot County,01/01/1978 12:00:00 AM,26259,1,3,21,71,234,626,40,996,2.9,96,9.6,-17.2,900,90.4,5.6,3793,1.8,365.6,-18.2,3427.4,4.5,3.8,11.4,80,270.4,891.1,2383.9,152.3,-1.1,-67,-1.1,-17.4,8.1,2.5,16.4
Talbot County,01/01/1979 12:00:00 AM,26841,3,4,13,57,266,673,43,1059,6.3,77,7.3,-19.8,982,92.7,9.1,3945.5,4,286.9,-21.5,3658.6,6.7,11.2,14.9,48.4,212.4,991,2507.4,160.2,193.5,30.4,-39.4,-21.5,11.2,5.2,5.2
Talbot County,01/01/1980 12:00:00 AM,25496,4,6,10,65,250,601,39,975,-7.9,85,8.7,10.4,890,91.3,-9.4,3824.1,-3.1,333.4,16.2,3490.7,-4.6,15.7,23.5,39.2,254.9,980.5,2357.2,153,40.4,57.9,-19,20.1,-1.1,-6,-4.5
Talbot County,01/01/1981 12:00:00 AM,25914,0,5,19,97,269,679,44,1113,14.2,121,10.9,42.4,992,89.1,11.5,4295,12.3,466.9,40.1,3828,9.7,0,19.3,73.3,374.3,1038,2620.2,169.8,-100,-18,86.9,46.8,5.9,11.2,11
Talbot County,01/01/1982 12:00:00 AM,25939,1,9,13,51,213,630,42,959,-13.8,74,7.7,-38.8,885,92.3,-10.8,3697.1,-13.9,285.3,-38.9,3411.9,-10.9,3.9,34.7,50.1,196.6,821.2,2428.8,161.9,385.5,79.8,-31.6,-47.5,-20.9,-7.3,-4.6
Talbot County,01/01/1983 12:00:00 AM,26174,3,1,13,50,211,556,36,870,-9.3,67,7.7,-9.5,803,92.3,-9.3,3323.9,-10.1,256,-10.3,3067.9,-10.1,11.5,3.8,49.7,191,806.1,2124.2,137.5,197.3,-89,-0.9,-2.8,-1.8,-12.5,-15.1
Talbot County,01/01/1984 12:00:00 AM,26693,0,9,10,61,189,609,34,912,4.8,80,8.8,19.4,832,91.2,3.6,3416.6,2.8,299.7,17.1,3116.9,1.6,0,33.7,37.5,228.5,708.1,2281.5,127.4,-100,782.5,-24.6,19.6,-12.2,7.4,-7.4
Talbot County,01/01/1985 12:00:00 AM,27063,3,7,15,96,256,509,36,922,1.1,121,13.1,51.3,801,86.9,-3.7,3406.9,-0.3,447.1,49.2,2959.8,-5,11.1,25.9,55.4,354.7,945.9,1880.8,133,1108.5,-23.3,47.9,55.2,33.6,-17.6,4.4
Talbot County,01/01/1987 12:00:00 AM,27637,5,8,16,113,215,635,33,1025,-3.6,142,13.9,40.6,883,86.1,-8.2,3708.8,-4,513.8,40,3195,-8.6,18.1,28.9,57.9,408.9,777.9,2297.6,119.4,1809.2,13.8,13.8,40.7,-21.6,-2.4,-19.8
Talbot County,01/01/1988 12:00:00 AM,28470,2,9,19,117,185,610,46,988,-3.6,147,14.9,3.5,841,85.1,-4.8,3470.3,-6.4,516.3,0.5,2954,-7.5,7,31.6,66.7,411,649.8,2142.6,161.6,-61.2,9.2,15.3,0.5,-16.5,-6.7,35.3
Talbot County,01/01/1989 12:00:00 AM,28437,3,14,36,155,235,694,65,1202,21.7,208,17.3,41.5,994,82.7,18.2,4226.9,21.8,731.4,41.7,3495.4,18.3,10.5,49.2,126.6,545.1,826.4,2440.5,228.6,50.2,55.7,89.7,32.6,27.2,13.9,41.5
Talbot County,01/01/1990 12:00:00 AM,30549,0,9,22,154,211,631,49,1076,-10.5,185,17.2,-11.1,891,82.8,-10.4,3522.2,-16.7,605.6,-17.2,2916.6,-16.6,0,29.5,72,504.1,690.7,2065.5,160.4,-100,-40.2,-43.1,-7.5,-16.4,-15.4,-29.8
Talbot County,01/01/1991 12:00:00 AM,31048,1,6,29,104,237,735,39,1151,7,140,12.2,-24.3,1011,87.8,13.5,3707.2,5.3,450.9,-25.5,3256.2,11.6,3.2,19.3,93.4,335,763.3,2367.3,125.6,322.1,-34.4,29.7,-33.6,10.5,14.6,-21.7
Talbot County,01/01/1992 12:00:00 AM,31354,2,11,22,106,293,682,40,1156,0.4,141,12.2,0.7,1015,87.8,0.4,3686.9,-0.5,449.7,-0.3,3237.2,-0.6,6.4,35.1,70.2,338.1,934.5,2175.2,127.6,98,81.5,-24.9,0.9,22.4,-8.1,1.6
