Date,SVENY01,SVENY02,SVENY03,SVENY04,SVENY05,SVENY06,SVENY07,SVENY08,SVENY09,SVENY10,SVENY11,SVENY12,SVENY13,SVENY14,SVENY15,SVENY16,SVENY17,SVENY18,SVENY19,SVENY20,SVENY21,SVENY22,SVENY23,SVENY24,SVENY25,SVENY26,SVENY27,SVENY28,SVENY29,SVENY30
1983-09-26,9.6677,10.2479,10.6416,10.9002,11.0672,11.1745,11.2437,11.289,11.3193,11.3402,11.3551,11.3662,11.3748,11.3817,11.3873,11.3921,11.3962,11.3999,11.4031,11.4059,,,,,,,,,,
1983-09-23,9.7668,10.3711,10.7657,11.0161,11.1723,11.2687,11.3282,11.365,11.3882,11.403,11.4128,11.4196,11.4245,11.4281,11.431,11.4333,11.4352,11.4369,11.4384,11.4397,,,,,,,,,,
1983-09-22,9.8403,10.4336,10.8262,11.0786,11.2381,11.3382,11.4009,11.4407,11.4662,11.4831,11.4946,11.5028,11.5089,11.5135,11.5173,11.5204,11.523,11.5253,11.5273,11.5291,,,,,,,,,,
1983-09-21,9.831,10.4318,10.8358,11.0975,11.2632,11.3667,11.4308,11.4707,11.4957,11.5116,11.522,11.529,11.5339,11.5376,11.5404,11.5426,11.5445,11.546,11.5474,11.5486,,,,,,,,,,
1983-09-20,9.8503,10.4266,10.8092,11.0576,11.2171,11.3195,11.3857,11.4292,11.4584,11.4787,11.4933,11.5042,11.5126,11.5194,11.525,11.5297,11.5338,11.5373,11.5405,11.5433,,,,,,,,,,
1983-09-19,9.9282,10.5128,10.8781,11.1097,11.2595,11.3589,11.4269,11.475,11.5101,11.5368,11.5576,11.5744,11.5882,11.5999,11.6098,11.6184,11.626,11.6327,11.6387,11.6441,,,,,,,,,,
1983-09-16,10.0053,10.5781,10.9337,11.1581,11.3027,11.3985,11.4639,11.5101,11.5439,11.5695,11.5896,11.6058,11.6191,11.6303,11.6399,11.6483,11.6556,11.6621,11.6679,11.6731,,,,,,,,,,
1983-09-15,10.0426,10.6438,11.0201,11.2571,11.4082,11.5064,11.5717,11.6164,11.6481,11.6714,11.6891,11.703,11.7143,11.7237,11.7317,11.7385,11.7445,11.7498,11.7545,11.7587,,,,,,,,,,
1983-09-14,9.9878,10.5721,10.9447,11.1832,11.3373,11.4385,11.5064,11.5534,11.5869,11.6116,11.6305,11.6455,11.6576,11.6677,11.6762,11.6836,11.69,11.6957,11.7008,11.7053,,,,,,,,,,
1983-09-13,9.9292,10.4914,10.8527,11.0847,11.2345,11.3324,11.3978,11.4425,11.4741,11.4972,11.5147,11.5284,11.5394,11.5485,11.5562,11.5629,11.5686,11.5737,11.5783,11.5824,,,,,,,,,,
1983-09-12,9.8684,10.4299,10.7941,11.0278,11.1776,11.274,11.337,11.3789,11.4076,11.4279,11.4427,11.454,11.4629,11.4702,11.4762,11.4813,11.4857,11.4896,11.4931,11.4962,,,,,,,,,,
1983-09-09,10.0816,10.6553,11.005,11.2217,11.359,11.4484,11.5085,11.5503,11.5805,11.6032,11.6208,11.6349,11.6465,11.6562,11.6645,11.6717,11.678,11.6836,11.6886,11.6931,,,,,,,,,,
1983-09-08,10.1,10.6499,11.0062,11.2346,11.3806,11.4743,11.5351,11.5753,11.6026,11.6216,11.6355,11.6459,11.654,11.6605,11.6659,11.6705,11.6744,11.6779,11.681,11.6837,,,,,,,,,,
1983-09-07,10.1302,10.69,11.0037,11.1969,11.3237,11.4115,11.4751,11.5231,11.5605,11.5904,11.6149,11.6353,11.6526,11.6674,11.6802,11.6915,11.7014,11.7102,11.7181,11.7252,,,,,,,,,,
1983-09-06,10.2257,10.7777,11.0809,11.2763,11.4096,11.5038,11.5729,11.6252,11.666,11.6988,11.7255,11.7479,11.7667,11.7829,11.797,11.8092,11.8201,11.8297,11.8383,11.8461,,,,,,,,,,
1983-09-02,10.3276,10.9097,11.2354,11.4355,11.5668,11.6577,11.7235,11.7732,11.812,11.843,11.8684,11.8895,11.9074,11.9228,11.9361,11.9477,11.958,11.9671,11.9752,11.9826,,,,,,,,,,
1983-09-01,10.2881,10.8645,11.1962,11.3989,11.5306,11.621,11.6864,11.7357,11.774,11.8047,11.8299,11.8508,11.8685,11.8837,11.8969,11.9084,11.9185,11.9276,11.9357,11.9429,,,,,,,,,,
1983-08-31,10.3058,10.8785,11.2107,11.4126,11.5428,11.632,11.6962,11.7446,11.7823,11.8124,11.837,11.8576,11.875,11.8899,11.9028,11.9141,11.9241,11.933,11.9409,11.948,,,,,,,,,,
1983-08-30,10.2663,10.8049,11.1198,11.3175,11.4485,11.5395,11.6057,11.6556,11.6945,11.7257,11.7512,11.7724,11.7904,11.8059,11.8192,11.8309,11.8412,11.8504,11.8586,11.866,,,,,,,,,,
1983-08-29,10.2481,10.7871,11.0953,11.2882,11.4163,11.5055,11.5704,11.6194,11.6576,11.6882,11.7133,11.7342,11.7519,11.767,11.7802,11.7916,11.8018,11.8108,11.8189,11.8261,,,,,,,,,,
1983-08-26,10.1087,10.6049,10.902,11.0927,11.2208,11.3106,11.376,11.4255,11.4642,11.4951,11.5204,11.5415,11.5594,11.5747,11.588,11.5996,11.6098,11.6189,11.6271,11.6344,,,,,,,,,,
1983-08-25,10.0295,10.536,10.8483,11.0468,11.1785,11.2699,11.3363,11.3865,11.4255,11.4568,11.4824,11.5037,11.5218,11.5373,11.5507,11.5624,11.5728,11.582,11.5902,11.5976,,,,,,,,,,
1983-08-24,10.0449,10.5007,10.8008,10.9998,11.134,11.2275,11.2954,11.3466,11.3865,11.4185,11.4446,11.4664,11.4848,11.5006,11.5143,11.5263,11.5369,11.5463,11.5547,11.5623,,,,,,,,,,
1983-08-23,10.0621,10.5175,10.8206,11.0211,11.156,11.2499,11.3181,11.3694,11.4095,11.4415,11.4677,11.4896,11.5081,11.5239,11.5377,11.5497,11.5603,11.5697,11.5781,11.5857,,,,,,,,,,
1983-08-22,10.0734,10.5015,10.7916,10.9885,11.1235,11.2186,11.288,11.3404,11.3814,11.4141,11.4409,11.4633,11.4822,11.4984,11.5125,11.5247,11.5356,11.5452,11.5539,11.5616,,,,,,,,,,
1983-08-19,10.1779,10.6442,10.9419,11.1448,11.2853,11.3849,11.4579,11.5131,11.5562,11.5907,11.6189,11.6425,11.6624,11.6795,11.6943,11.7072,11.7186,11.7288,11.7379,11.7461,,,,,,,,,,
1983-08-18,10.1457,10.6075,10.9071,11.1084,11.2462,11.3432,11.414,11.4676,11.5094,11.5428,11.5702,11.5931,11.6124,11.6289,11.6433,11.6558,11.6669,11.6767,11.6856,11.6935,,,,,,,,,,
1983-08-17,10.245,10.669,10.9261,11.1034,11.2279,11.317,11.3824,11.4321,11.4708,11.5019,11.5273,11.5485,11.5664,11.5818,11.5951,11.6068,11.617,11.6262,11.6344,11.6417,,,,,,,,,,
1983-08-16,10.3351,10.773,11.0246,11.1953,11.3151,11.4009,11.464,11.512,11.5494,11.5794,11.6039,11.6244,11.6417,11.6566,11.6694,11.6807,11.6906,11.6994,11.7073,11.7144,,,,,,,,,,
1983-08-15,10.4029,10.8631,11.1085,11.2667,11.3756,11.4531,11.5102,11.5535,11.5874,11.6145,11.6367,11.6552,11.6709,11.6843,11.696,11.7062,11.7152,11.7232,11.7303,11.7367,,,,,,,,,,
1983-08-12,10.485,11.0174,11.2954,11.4598,11.5665,11.6404,11.6942,11.735,11.7668,11.7923,11.8132,11.8306,11.8454,11.858,11.869,11.8786,11.887,11.8945,11.9013,11.9073,,,,,,,,,,
1983-08-11,10.5195,11.0502,11.3345,11.514,11.6375,11.7266,11.793,11.8439,11.8839,11.9161,11.9424,11.9645,11.9831,11.999,12.0129,12.025,12.0357,12.0452,12.0537,12.0613,,,,,,,,,,
1983-08-10,10.4972,11.097,11.4314,11.6288,11.7526,11.8351,11.8934,11.9365,11.9697,11.9961,12.0176,12.0354,12.0506,12.0635,12.0747,12.0845,12.0932,12.1009,12.1078,12.114,,,,,,,,,,
1983-08-09,10.4818,11.0567,11.3738,11.563,11.6851,11.7696,11.8315,11.8788,11.9162,11.9464,11.9714,11.9923,12.01,12.0253,12.0385,12.0501,12.0603,12.0695,12.0776,12.0849,,,,,,,,,,
1983-08-08,10.4351,11.0309,11.3801,11.5936,11.7306,11.8228,11.888,11.936,11.9728,12.0019,12.0255,12.0451,12.0616,12.0757,12.0879,12.0986,12.108,12.1164,12.1238,12.1306,,,,,,,,,,
1983-08-05,10.4168,10.9903,11.3023,11.4905,11.6156,11.7054,11.7735,11.8269,11.87,11.9053,11.9347,11.9594,11.9805,11.9987,12.0145,12.0283,12.0406,12.0514,12.0612,12.0699,,,,,,,,,,
1983-08-04,10.3851,10.9698,11.2917,11.4838,11.6086,11.6963,11.7616,11.8125,11.8533,11.8868,11.9148,11.9384,11.9586,11.976,11.9912,12.0045,12.0162,12.0267,12.0361,12.0445,,,,,,,,,,
1983-08-03,10.356,10.8984,11.2033,11.3861,11.5038,11.585,11.6443,11.6898,11.7258,11.7552,11.7796,11.8001,11.8177,11.8328,11.8459,11.8575,11.8677,11.8768,11.8849,11.8922,,,,,,,,,,
1983-08-02,10.337,10.8918,11.1931,11.3693,11.482,11.5604,11.619,11.6652,11.7027,11.734,11.7604,11.783,11.8024,11.8193,11.834,11.847,11.8585,11.8688,11.878,11.8863,,,,,,,,,,
1983-08-01,10.2421,10.8059,11.1382,11.3439,11.4786,11.5722,11.6409,11.6936,11.7357,11.7701,11.7989,11.8233,11.8442,11.8624,11.8783,11.8922,11.9047,11.9157,11.9256,11.9346,,,,,,,,,,
1983-07-29,10.2044,10.7451,11.0795,11.2911,11.4285,11.5206,11.5844,11.6301,11.6642,11.6903,11.711,11.7279,11.7418,11.7536,11.7638,11.7726,11.7803,11.7872,11.7933,11.7988,,,,,,,,,,
1983-07-28,10.0696,10.637,10.9792,11.1924,11.3303,11.4233,11.4888,11.537,11.5737,11.6027,11.6261,11.6455,11.6619,11.6759,11.6881,11.6987,11.7081,11.7164,11.7239,11.7306,,,,,,,,,,
1983-07-27,10.0088,10.5632,10.8836,11.0783,11.2041,11.2908,11.3542,11.4031,11.4421,11.4743,11.5013,11.5244,11.5442,11.5615,11.5766,11.5899,11.6018,11.6124,11.6218,11.6304,,,,,,,,,,
1983-07-26,9.989,10.5528,10.8792,11.0758,11.2003,11.2838,11.3431,11.3875,11.4223,11.4504,11.4737,11.4934,11.5103,11.5249,11.5377,11.549,11.559,11.5679,11.5759,11.5832,,,,,,,,,,
1983-07-25,9.9327,10.5187,10.8419,11.028,11.142,11.2173,11.2711,11.3123,11.3455,11.3732,11.3969,11.4174,11.4353,11.4511,11.465,11.4774,11.4884,11.4983,11.5072,11.5152,,,,,,,,,,
1983-07-22,10.0002,10.5099,10.8141,11.0046,11.1307,11.2192,11.2846,11.3354,11.3761,11.4097,11.438,11.4621,11.4829,11.5009,11.5168,11.5308,11.5432,11.5543,11.5643,11.5733,,,,,,,,,,
1983-07-21,9.9507,10.4732,10.7687,10.9437,11.0539,11.1284,11.1825,11.2241,11.2577,11.2857,11.3095,11.33,11.3478,11.3635,11.3773,11.3895,11.4004,11.4102,11.4189,11.4269,,,,,,,,,,
1983-07-20,9.9632,10.4604,10.7446,10.914,11.0205,11.092,11.1432,11.1822,11.2131,11.2386,11.2601,11.2785,11.2944,11.3084,11.3207,11.3315,11.3412,11.3499,11.3577,11.3647,,,,,,,,,,
1983-07-19,10.0404,10.5292,10.8157,10.9892,11.0986,11.1712,11.2218,11.259,11.2876,11.3104,11.3292,11.3449,11.3583,11.3699,11.3801,11.389,11.3969,11.404,11.4103,11.416,,,,,,,,,,
1983-07-18,10.0633,10.5642,10.8524,11.0239,11.1309,11.2014,11.2508,11.2874,11.3159,11.339,11.3582,11.3745,11.3886,11.4008,11.4116,11.4211,11.4296,11.4371,11.4439,11.4501,,,,,,,,,,
1983-07-15,10.0109,10.5827,10.9072,11.0978,11.2153,11.2924,11.3463,11.3865,11.4181,11.4439,11.4656,11.4841,11.5002,11.5142,11.5266,11.5376,11.5474,11.5562,11.5641,11.5712,,,,,,,,,,
1983-07-14,9.9853,10.4974,10.7869,10.9603,11.0724,11.1515,11.2117,11.2604,11.3013,11.3365,11.3672,11.3942,11.418,11.4392,11.4579,11.4747,11.4896,11.5031,11.5152,11.5262,,,,,,,,,,
1983-07-13,9.9751,10.4909,10.792,10.9739,11.0901,11.1705,11.231,11.2803,11.3228,11.3608,11.3954,11.4271,11.4561,11.4829,11.5074,11.5298,11.5503,11.5691,11.5863,11.602,,,,,,,,,,
1983-07-12,9.9636,10.4862,10.7998,10.9905,11.1104,11.1902,11.248,11.2939,11.3334,11.3694,11.4032,11.4354,11.4663,11.4957,11.5237,11.5501,11.5751,11.5984,11.6202,11.6406,,,,,,,,,,
1983-07-11,9.8721,10.3662,10.6809,10.8783,11.0012,11.0782,11.1283,11.164,11.1927,11.2193,11.2463,11.275,11.3058,11.3387,11.3733,11.4093,11.4461,11.4834,11.5206,11.5575,,,,,,,,,,
1983-07-08,9.8398,10.3724,10.7121,10.9248,11.0559,11.1367,11.1878,11.223,11.2508,11.2765,11.3031,11.3322,11.3643,11.3994,11.437,11.4767,11.518,11.5602,11.6028,11.6454,,,,,,,,,,
1983-07-07,9.7763,10.2813,10.6309,10.866,11.0189,11.1141,11.1705,11.2023,11.2201,11.2317,11.2426,11.2565,11.2759,11.3024,11.3367,11.3789,11.429,11.4865,11.5507,11.6209,,,,,,,,,,
1983-07-06,9.7647,10.2491,10.5782,10.7937,10.9284,11.0077,11.0508,11.0725,11.0838,11.0926,11.1045,11.1233,11.1516,11.1906,11.241,11.3028,11.3755,11.4585,11.5509,11.6517,,,,,,,,,,
1983-07-05,9.7401,10.2535,10.6,10.8247,10.9628,11.0417,11.0825,11.101,11.1091,11.1155,11.1263,11.1456,11.1761,11.2193,11.2757,11.3454,11.4278,11.5222,11.6276,11.7427,,,,,,,,,,
1983-07-01,9.5329,9.9963,10.3246,10.55,10.6988,10.7921,10.8471,10.8771,10.8929,10.9026,10.9125,10.9272,10.9502,10.9837,11.0293,11.0877,11.1592,11.2437,11.3408,11.4498,,,,,,,,,,
1983-06-30,9.5668,10.0113,10.3275,10.5459,10.6915,10.7845,10.8411,10.874,10.8934,10.9072,10.9214,10.9403,10.9672,11.0043,11.053,11.1142,11.188,11.2744,11.373,11.4832,,,,,,,,,,
1983-06-29,9.6684,10.0945,10.3926,10.5945,10.7257,10.807,10.8545,10.8812,10.8971,10.9099,10.9252,10.9474,10.9793,11.023,11.0795,11.1494,11.2327,11.3291,11.438,11.5587,,,,,,,,,,
1983-06-28,9.6949,10.1159,10.4135,10.6177,10.7531,10.8394,10.8923,10.9242,10.9448,10.9616,10.9802,11.0047,11.0382,11.0826,11.139,11.2081,11.2901,11.3845,11.4911,11.609,,,,,,,,,,
1983-06-27,9.7135,10.1636,10.4712,10.6736,10.8006,10.8756,10.917,10.9392,10.9529,10.9663,10.9853,11.014,11.0552,11.1105,11.1808,11.2662,11.3664,11.4807,11.6083,11.7479,,,,,,,,,,
1983-06-24,9.6455,10.102,10.4125,10.6151,10.7402,10.8121,10.8494,10.8669,10.8757,10.8841,10.8981,10.9221,10.9588,11.01,11.0766,11.1587,11.256,11.3679,11.4933,11.6313,,,,,,,,,,
1983-06-23,9.6112,10.0509,10.3505,10.5462,10.6669,10.7357,10.7706,10.7857,10.7919,10.7972,10.8077,10.8276,10.8597,10.9058,10.9669,11.0433,11.1346,11.2404,11.3598,11.4918,,,,,,,,,,
1983-06-22,9.5979,10.0359,10.3304,10.5191,10.6323,10.6938,10.7222,10.732,10.7342,10.7369,10.7461,10.766,10.7994,10.8479,10.9123,10.9928,11.0888,11.1998,11.3248,11.4626,,,,,,,,,,
1983-06-21,9.5797,10.0184,10.3087,10.491,10.5972,10.6526,10.6764,10.6835,10.6852,10.6896,10.7027,10.7283,10.7691,10.8263,10.9007,10.9919,11.0995,11.2224,11.3594,11.5094,,,,,,,,,,
1983-06-20,9.5068,9.9622,10.2729,10.476,10.6012,10.6721,10.7073,10.7213,10.7254,10.7279,10.735,10.7513,10.7796,10.8219,10.8793,10.9521,11.0401,11.1428,11.2593,11.3887,,,,,,,,,,
1983-06-17,9.3563,9.8168,10.1356,10.3482,10.4836,10.5646,10.6094,10.6322,10.644,10.6531,10.6657,10.6863,10.7179,10.7626,10.8214,10.8949,10.9829,11.0851,11.2006,11.3286,,,,,,,,,,
1983-06-16,9.3917,9.8314,10.1369,10.3416,10.4724,10.551,10.5944,10.6163,10.627,10.6347,10.6453,10.6632,10.6915,10.7322,10.7865,10.8548,10.9373,11.0336,11.1431,11.2649,,,,,,,,,,
1983-06-15,9.4293,9.849,10.1499,10.3599,10.5018,10.5944,10.6524,10.6879,10.7104,10.7271,10.7438,10.7647,10.793,10.8307,10.8794,10.9398,11.0123,11.0968,11.193,11.3004,,,,,,,,,,
1983-06-14,9.4324,9.8461,10.1499,10.3683,10.5216,10.6266,10.6968,10.7432,10.7746,10.7981,10.8191,10.8417,10.8693,10.9041,10.9477,11.0011,11.065,11.1395,11.2246,11.32,,,,,,,,,,
1983-06-13,9.4441,9.8419,10.1345,10.3456,10.4947,10.598,10.6684,10.7165,10.7508,10.778,10.8033,10.8308,10.8633,10.9032,10.9519,11.0103,11.079,11.1582,11.2477,11.3473,,,,,,,,,,
1983-06-10,9.4772,9.9103,10.2253,10.4491,10.6041,10.7084,10.7767,10.8207,10.8499,10.8718,10.8919,10.9148,10.9436,10.9805,11.0273,11.0848,11.1535,11.2335,11.3247,11.4266,,,,,,,,,,
1983-06-09,9.4839,9.9091,10.2172,10.4355,10.5862,10.6875,10.754,10.7975,10.8272,10.8505,10.873,10.8988,10.9312,10.9722,11.0235,11.0857,11.1594,11.2445,11.3408,11.4478,,,,,,,,,,
1983-06-08,9.4728,9.9267,10.2515,10.4782,10.6318,10.7327,10.797,10.8376,10.8647,10.8861,10.9078,10.9341,10.9683,11.0126,11.0682,11.1361,11.2164,11.3089,11.4134,11.5291,,,,,,,,,,
1983-06-07,9.4284,9.8875,10.2151,10.4426,10.5956,10.6946,10.7564,10.7939,10.8175,10.8352,10.8531,10.8757,10.9062,10.947,10.9994,11.0642,11.1416,11.2317,11.3339,11.4476,,,,,,,,,,
1983-06-06,9.3292,9.8105,10.1526,10.389,10.5469,10.6482,10.7103,10.7472,10.7697,10.7861,10.8028,10.8246,10.8548,10.8956,10.9486,11.0146,11.0936,11.1857,11.2903,11.4067,,,,,,,,,,
1983-06-03,9.2761,9.7661,10.1156,10.3585,10.5223,10.6292,10.6967,10.7387,10.7663,10.7878,10.8096,10.8364,10.8715,10.9172,10.9749,11.0455,11.129,11.2253,11.334,11.4544,,,,,,,,,,
1983-06-02,9.2636,9.7483,10.0886,10.3209,10.4745,10.5725,10.6334,10.6714,10.6978,10.7208,10.7466,10.7799,10.8235,10.8795,10.9491,11.0326,11.1301,11.241,11.3646,11.5,,,,,,,,,,
1983-06-01,9.275,9.7645,10.1074,10.3406,10.4936,10.5901,10.6488,10.6841,10.7074,10.7272,10.7498,10.7797,10.8202,10.8732,10.9399,11.0207,11.1157,11.2243,11.3458,11.4794,,,,,,,,,,
1983-05-31,9.2382,9.7467,10.1059,10.3528,10.5171,10.6224,10.6876,10.7274,10.7533,10.7741,10.7963,10.8247,10.8626,10.9122,10.9748,11.0511,11.1412,11.2447,11.3609,11.4892,,,,,,,,,,
1983-05-27,9.0564,9.5706,9.9344,10.1849,10.3518,10.4591,10.5256,10.5664,10.593,10.6142,10.6366,10.6651,10.7031,10.7528,10.8155,10.892,10.9823,11.0861,11.2028,11.3316,,,,,,,,,,
1983-05-26,9.0763,9.5519,9.9061,10.1646,10.3489,10.4766,10.5624,10.6183,10.6538,10.6769,10.6937,10.7091,10.7269,10.7499,10.7802,10.8193,10.868,10.9269,10.9962,11.0758,,,,,,,,,,
1983-05-25,9.0119,9.488,9.8432,10.1033,10.2893,10.4191,10.5071,10.5651,10.6029,10.6282,10.6472,10.6647,10.6845,10.7094,10.7416,10.7823,10.8326,10.893,10.9637,11.0446,,,,,,,,,,
1983-05-24,9.0265,9.4915,9.8401,10.0966,10.2814,10.4112,10.5,10.5594,10.5985,10.6249,10.6447,10.6626,10.6823,10.7066,10.7375,10.7766,10.8248,10.8828,10.9506,11.0284,,,,,,,,,,
1983-05-23,9.0064,9.4708,9.82,10.0783,10.2657,10.3987,10.4912,10.5544,10.5976,10.6281,10.652,10.6738,10.6974,10.7253,10.7598,10.8022,10.8534,10.9142,10.9846,11.0648,,,,,,,,,,
1983-05-20,8.8382,9.3375,9.7148,9.9949,10.1988,10.3438,10.4443,10.5122,10.5573,10.5874,10.6089,10.6269,10.6453,10.6671,10.6948,10.7298,10.7734,10.8263,10.8888,10.9611,,,,,,,,,,
1983-05-19,8.822,9.3137,9.6856,9.9625,10.1646,10.3092,10.4103,10.4796,10.5267,10.5592,10.5834,10.6043,10.6257,10.6507,10.6814,10.7194,10.766,10.8216,10.8869,10.9617,,,,,,,,,,
1983-05-18,8.7605,9.2363,9.5978,9.8685,10.068,10.2128,10.3163,10.3897,10.4421,10.481,10.5123,10.5407,10.5698,10.6026,10.6411,10.6868,10.7407,10.8036,10.8757,10.957,,,,,,,,,,
1983-05-17,8.7559,9.2223,9.5763,9.8412,10.0362,10.1776,10.2787,10.3505,10.402,10.4404,10.4716,10.5003,10.53,10.5635,10.6029,10.6496,10.7046,10.7686,10.8419,10.9244,,,,,,,,,,
1983-05-16,8.7616,9.222,9.5711,9.8321,10.024,10.1631,10.2624,10.3328,10.3834,10.4213,10.4522,10.4808,10.5106,10.5444,10.5842,10.6314,10.687,10.7516,10.8254,10.9086,,,,,,,,,,
1983-05-13,8.6019,9.0983,9.4643,9.7288,9.9155,10.0439,10.1301,10.1868,10.2245,10.2513,10.2737,10.2966,10.3238,10.358,10.4012,10.4547,10.5191,10.5948,10.6817,10.7797,,,,,,,,,,
1983-05-12,8.5939,9.0931,9.4619,9.7291,9.9185,10.0496,10.1382,10.1972,10.2371,10.2659,10.2901,10.3146,10.3433,10.3788,10.4232,10.4776,10.5429,10.6194,10.707,10.8055,,,,,,,,,,
1983-05-11,8.5666,9.0571,9.422,9.6885,9.8791,10.0126,10.104,10.1659,10.2081,10.2386,10.2638,10.2886,10.3166,10.3507,10.3929,10.4445,10.5063,10.5787,10.6619,10.7556,,,,,,,,,,
1983-05-10,8.6037,9.0864,9.4449,9.706,9.8921,10.0215,10.1093,10.1677,10.2067,10.2342,10.2564,10.2782,10.3033,10.3346,10.3739,10.4227,10.4818,10.5515,10.6321,10.7233,,,,,,,,,,
1983-05-09,8.6291,9.1216,9.4886,9.7565,9.9475,10.0801,10.1691,10.2271,10.264,10.2879,10.3052,10.3209,10.339,10.3625,10.3933,10.4331,10.4828,10.543,10.6139,10.6954,,,,,,,,,,
1983-05-06,8.5843,9.062,9.4182,9.6788,9.8653,9.9956,10.0843,10.1432,10.1823,10.2092,10.2302,10.2501,10.2727,10.3008,10.3365,10.3811,10.4355,10.5004,10.5758,10.6616,,,,,,,,,,
1983-05-05,8.6008,9.0861,9.4471,9.7104,9.8979,10.0278,10.1151,10.1722,10.2088,10.233,10.2512,10.2682,10.288,10.3134,10.3464,10.3886,10.4408,10.5037,10.5772,10.6614,,,,,,,,,,
1983-05-04,8.6112,9.075,9.421,9.6746,9.8568,9.9849,10.0733,10.1335,10.1749,10.2051,10.2301,10.2546,10.2821,10.3153,10.3562,10.4061,10.4659,10.5359,10.6163,10.707,,,,,,,,,,
1983-05-03,8.644,9.1426,9.5065,9.7664,9.9474,10.0699,10.1506,10.2028,10.237,10.2617,10.2834,10.3069,10.3361,10.3734,10.4208,10.4794,10.5498,10.632,10.7261,10.8316,,,,,,,,,,
1983-05-02,8.6583,9.1665,9.5365,9.7997,9.9816,10.1034,10.1819,10.231,10.2614,10.2818,10.2989,10.3177,10.342,10.3746,10.4174,10.4715,10.5376,10.6159,10.7063,10.8083,,,,,,,,,,
1983-04-29,8.729,9.2063,9.5578,9.8115,9.9902,10.1128,10.1945,10.248,10.2831,10.3078,10.3283,10.3496,10.3752,10.4077,10.4492,10.5008,10.5632,10.6369,10.7217,10.8174,,,,,,,,,,
1983-04-28,8.8017,9.2547,9.5913,9.837,10.0125,10.1351,10.2191,10.2758,10.3147,10.3431,10.367,10.3909,10.4184,10.452,10.4935,10.5443,10.6051,10.6764,10.7581,10.8501,,,,,,,,,,
1983-04-27,8.7924,9.2778,9.6265,9.871,10.0378,10.1483,10.2196,10.2654,10.2963,10.3207,10.3448,10.3734,10.4098,10.4564,10.5148,10.5856,10.6692,10.7655,10.8742,10.9944,,,,,,,,,,
1983-04-26,8.8221,9.3191,9.6797,9.9352,10.1114,10.2292,10.3056,10.3542,10.3855,10.4081,10.4285,10.4515,10.4807,10.5189,10.5676,10.6279,10.7004,10.7852,10.8819,10.9902,,,,,,,,,,
1983-04-25,8.8549,9.3361,9.688,9.9399,10.1158,10.2356,10.315,10.3669,10.4015,10.4269,10.4493,10.4736,10.5033,10.541,10.5884,10.6466,10.7162,10.7975,10.8902,10.994,,,,,,,,,,
1983-04-22,8.8802,9.3678,9.7217,9.9725,10.1454,10.2611,10.3359,10.3834,10.4139,10.4358,10.4554,10.4777,10.5062,10.5434,10.5911,10.6503,10.7215,10.8048,10.9001,11.0068,,,,,,,,,,
1983-04-21,8.9116,9.3972,9.7489,9.9973,10.1676,10.2802,10.3517,10.3955,10.4221,10.4398,10.4551,10.4729,10.4968,10.5294,10.5724,10.6271,10.6938,10.7728,10.8638,10.9665,,,,,,,,,,
1983-04-20,8.8981,9.3741,9.7197,9.9648,10.1339,10.247,10.3204,10.3669,10.397,10.4188,10.4384,10.4607,10.4891,10.5262,10.5737,10.6326,10.7034,10.7862,10.8809,10.9869,,,,,,,,,,
1983-04-19,8.8483,9.351,9.7155,9.9729,10.1491,10.265,10.3375,10.3804,10.4047,10.4188,10.4297,10.4423,10.4605,10.487,10.5239,10.5722,10.6327,10.7055,10.7905,10.8874,,,,,,,,,,
1983-04-18,8.8496,9.3131,9.6489,9.8864,10.0496,10.1581,10.2278,10.2713,10.2989,10.3186,10.3363,10.3569,10.3838,10.4195,10.4656,10.5232,10.5928,10.6745,10.768,10.873,,,,,,,,,,
1983-04-15,8.8755,9.3348,9.6664,9.9001,10.0602,10.1664,10.2348,10.2781,10.3064,10.3276,10.3477,10.3715,10.4021,10.4421,10.4929,10.5555,10.6303,10.7174,10.8164,10.9269,,,,,,,,,,
1983-04-14,8.8686,9.3142,9.6371,9.866,10.0246,10.1319,10.2033,10.2511,10.2849,10.3124,10.3394,10.3702,10.408,10.4551,10.513,10.5824,10.6637,10.7569,10.8617,10.9776,,,,,,,,,,
1983-04-13,8.9206,9.3919,9.7309,9.9687,10.131,10.2383,10.3072,10.3509,10.3799,10.4021,10.4239,10.4497,10.4831,10.5263,10.5808,10.6475,10.7268,10.8186,10.9225,11.038,,,,,,,,,,
1983-04-12,8.9178,9.3975,9.7427,9.9853,10.151,10.2607,10.3313,10.3762,10.4059,10.4286,10.4506,10.4766,10.51,10.5531,10.6076,10.6742,10.7534,10.8452,10.949,11.0645,,,,,,,,,,
1983-04-11,8.9593,9.3884,9.7072,9.9401,10.1071,10.2249,10.307,10.3642,10.4056,10.438,10.4671,10.4971,10.5313,10.5719,10.6209,10.6791,10.7473,10.8258,10.9145,11.0132,,,,,,,,,,
1983-04-08,9.0803,9.5044,9.8194,10.0491,10.2135,10.3288,10.4085,10.4634,10.5023,10.5322,10.5585,10.5856,10.6167,10.6542,10.6998,10.7546,10.8193,10.8942,10.9792,11.0743,,,,,,,,,,
