"Respondent","WorkToolsSelect","LanguageRecommendationSelect","EmployerIndustry","WorkAlgorithmsSelect"
6504,"","","",""
6505,"Amazon Web services,Jupyter notebooks,KNIME (free version),Microsoft Excel Data Mining,Python,R,RapidMiner (free version),SAS Enterprise Miner,SQL","R","Academic","Bayesian Techniques,Neural Networks,Regression/Logistic Regression"
6506,"Amazon Web services,DataRobot,Google Cloud Compute,Hadoop/Hive/Pig,Jupyter notebooks,NoSQL,Python,R,Spark / MLlib,SQL,Stan,Tableau,TensorFlow,Unix shell / awk","Python","CRM/Marketing","Bayesian Techniques,Ensemble Methods,Gradient Boosted Machines,Random Forests"
6507,"MATLAB/Octave,Python,R","R","Academic","Bayesian Techniques,Neural Networks,Random Forests,Regression/Logistic Regression,SVMs"
6508,"Oracle Data Mining/ Oracle R Enterprise,R,SAS Base,SAS Enterprise Miner,SQL","SAS","Financial","Decision Trees,Ensemble Methods,Gradient Boosted Machines,Neural Networks,Random Forests,Regression/Logistic Regression"
6509,"","","Government",""
6510,"MATLAB/Octave","","Academic","Neural Networks,Regression/Logistic Regression"
6511,"R","","Insurance","Random Forests,Regression/Logistic Regression"
6512,"R,SAS Base,SQL","Python","Insurance","GANs,Gradient Boosted Machines,Other"
6513,"NoSQL,R,SAS Base,Other","SAS","Government","Decision Trees,Neural Networks,Regression/Logistic Regression"
6514,"Angoss","","Financial","Bayesian Techniques,RNNs"
6515,"Amazon Web services,Hadoop/Hive/Pig,Java,Jupyter notebooks,Python,R,SAS Base,Spark / MLlib,SQL,Tableau,TensorFlow,Unix shell / awk","Python","Non-profit","Bayesian Techniques,CNNs,Ensemble Methods,Neural Networks,Regression/Logistic Regression"
6516,"Amazon Web services,Google Cloud Compute,Hadoop/Hive/Pig,Jupyter notebooks,Python,QlikView,SQL,Tableau","Python","Other","Regression/Logistic Regression"
6517,"Amazon Web services,R,SAS Base,SQL","","Retail","Bayesian Techniques,Decision Trees,Evolutionary Approaches,Gradient Boosted Machines,Neural Networks,Random Forests,Regression/Logistic Regression"
6518,"Microsoft Excel Data Mining,R,SAS Base,Other","R","Government","Bayesian Techniques,Regression/Logistic Regression"
6519,"","","",""
6520,"Amazon Web services,NoSQL,Python","Python","Financial","Bayesian Techniques"
6521,"Mathematica","Python","Academic",""
6522,"","","Internet-based",""
6523,"","","",""
6524,"C/C++,Cloudera,Hadoop/Hive/Pig,Java,Jupyter notebooks,NoSQL,Python,Spark / MLlib,SQL,TensorFlow,Other","","Retail","Decision Trees,Gradient Boosted Machines,Neural Networks,Random Forests,Regression/Logistic Regression,RNNs,SVMs"
6525,"C/C++,Python,Unix shell / awk","Python","Technology","Other"
6526,"C/C++,MATLAB/Octave","C/C++/C#","Academic","Evolutionary Approaches,Neural Networks,Other"
6527,"Java,Jupyter notebooks,MATLAB/Octave,NoSQL,Python,R,SQL,Stan,Tableau,Unix shell / awk","Python","Mix of fields","Decision Trees,Random Forests"
6528,"R,SQL","Python","Financial",""
6529,"Amazon Web services,Microsoft Azure Machine Learning,SQL","","Financial","Bayesian Techniques,Decision Trees,Neural Networks"
6530,"","","",""
6531,"Microsoft SQL Server Data Mining,SAS Base,SQL,Tableau","","Mix of fields",""
6532,"","Python","Academic",""
6533,"C/C++,Flume,Hadoop/Hive/Pig,Java,Jupyter notebooks,NoSQL,Python,Spark / MLlib,SQL,TensorFlow,Unix shell / awk","Python","Mix of fields","Regression/Logistic Regression"
6534,"","","",""
6535,"Python,R,SQL","Python","Manufacturing","Bayesian Techniques"
6536,"Jupyter notebooks,Python,R","Python","Mix of fields","Decision Trees,Ensemble Methods,Gradient Boosted Machines,Random Forests,Regression/Logistic Regression,SVMs"
6537,"Amazon Web services,Python,SAS Enterprise Miner","Python","Academic","Decision Trees,Ensemble Methods,Neural Networks,Random Forests,Regression/Logistic Regression,SVMs"
6538,"Amazon Web services,Java,NoSQL,Perl,Python,R,Spark / MLlib","","Financial",""
6539,"Amazon Web services,Jupyter notebooks,NoSQL,Python,R,SQL,Unix shell / awk","Python","Technology","Regression/Logistic Regression"
6540,"C/C++,Mathematica,Python,R,SAS JMP,TensorFlow","","Non-profit","Decision Trees,Ensemble Methods,Random Forests,Regression/Logistic Regression"
6541,"Amazon Machine Learning,Amazon Web services,C/C++,Hadoop/Hive/Pig,Java,Jupyter notebooks,MATLAB/Octave,Microsoft Azure Machine Learning,NoSQL,Perl,Python,Spark / MLlib,SQL,TensorFlow,Unix shell / awk,Other,Other","Python","Academic","Bayesian Techniques,CNNs,Markov Logic Networks,Neural Networks,Regression/Logistic Regression,RNNs,SVMs"
6542,"Amazon Web services,Java,Jupyter notebooks,Microsoft Excel Data Mining,Python,RapidMiner (commercial version),RapidMiner (free version),SAS Base,SQL,Tableau","Python","Financial","Regression/Logistic Regression"
6543,"MATLAB/Octave","C/C++/C#","Academic","Bayesian Techniques,Neural Networks,Regression/Logistic Regression,RNNs"
6544,"Jupyter notebooks,Microsoft SQL Server Data Mining,Python,R,SQL","Python","Pharmaceutical","Bayesian Techniques,Decision Trees"
6545,"C/C++,MATLAB/Octave,Python,R,TensorFlow,Unix shell / awk","Python","Technology","Bayesian Techniques,CNNs,Decision Trees,HMMs,Regression/Logistic Regression,SVMs"
6546,"Amazon Web services,Hadoop/Hive/Pig,Java,NoSQL,Python,R,Spark / MLlib,SQL,Tableau,TensorFlow,Unix shell / awk","Python","Other","Decision Trees,Evolutionary Approaches,Neural Networks,Regression/Logistic Regression"
6547,"C/C++,MATLAB/Octave","Python","Other","Bayesian Techniques,Decision Trees,Evolutionary Approaches,Regression/Logistic Regression"
6548,"Jupyter notebooks,Python,R,Spark / MLlib,SQL,Tableau,Unix shell / awk","Python","Internet-based","Decision Trees,Gradient Boosted Machines,Random Forests,Regression/Logistic Regression"
6549,"SQL","","CRM/Marketing","Bayesian Techniques,Regression/Logistic Regression"
6550,"C/C++,Cloudera,Hadoop/Hive/Pig,Jupyter notebooks,Microsoft R Server (Formerly Revolution Analytics),Python,R,SAS Base,SAS Enterprise Miner,Spark / MLlib,SQL","SAS","Other","CNNs,Decision Trees,Ensemble Methods,Markov Logic Networks,Neural Networks,Random Forests,Regression/Logistic Regression,RNNs"
6551,"Amazon Web services,Java,Microsoft Azure Machine Learning,Microsoft R Server (Formerly Revolution Analytics),Python,Tableau","Python","Telecommunications","Bayesian Techniques,Decision Trees,Random Forests,Regression/Logistic Regression"
6552,"Amazon Web services,C/C++,NoSQL,R","Python","Mix of fields",""
6553,"","","Military/Security",""
6554,"Amazon Web services,Java,Jupyter notebooks,MATLAB/Octave,Python,Unix shell / awk","Python","Academic","Decision Trees,Ensemble Methods,Other"
6555,"Amazon Web services,Java,Jupyter notebooks,Python,SQL,TensorFlow","C/C++/C#","Financial",""
6556,"C/C++,IBM SPSS Modeler,IBM SPSS Statistics,Java,KNIME (free version),NoSQL,Oracle Data Mining/ Oracle R Enterprise,Orange,Python,R,RapidMiner (free version),Salfrod Systems CART/MARS/TreeNet/RF/SPM,SAS Enterprise Miner,SQL","","Academic","Bayesian Techniques,CNNs,Decision Trees,Ensemble Methods,GANs,Neural Networks,Random Forests,RNNs,SVMs,Other"
6557,"R,SQL","Python","Financial","Decision Trees,Regression/Logistic Regression"
6558,"Jupyter notebooks,Python,R,SQL","Python","Financial","Decision Trees,Random Forests,Regression/Logistic Regression"
6559,"Hadoop/Hive/Pig,IBM SPSS Statistics,Java,NoSQL,Oracle Data Mining/ Oracle R Enterprise,Python,R,Spark / MLlib,SQL,TensorFlow","Python","Other","Bayesian Techniques,Ensemble Methods,Random Forests,RNNs,SVMs"
6560,"Amazon Web services,Hadoop/Hive/Pig,Java,Jupyter notebooks,NoSQL,Python,R,Spark / MLlib,SQL","Python","Academic","Bayesian Techniques,Decision Trees,HMMs,RNNs,SVMs"
6561,"","","Financial",""
6562,"Jupyter notebooks,Microsoft Azure Machine Learning,NoSQL,Python,SQL","Python","Internet-based",""
6563,"Amazon Web services,Hadoop/Hive/Pig,Java,Python,SQL","SQL","Technology",""
6564,"","","",""
6565,"Jupyter notebooks,Perl,Python,R,SQL,Unix shell / awk","Python","Academic","Bayesian Techniques,Decision Trees,Random Forests,Regression/Logistic Regression,SVMs"
6566,"Amazon Web services,Jupyter notebooks,Microsoft Azure Machine Learning,Microsoft Excel Data Mining,Microsoft R Server (Formerly Revolution Analytics),Microsoft SQL Server Data Mining,Python,R,Spark / MLlib,SQL,Stan,TensorFlow","R","Financial","Decision Trees,Ensemble Methods,Gradient Boosted Machines,Random Forests,Regression/Logistic Regression,SVMs"
6567,"","","CRM/Marketing",""
6568,"","","Technology",""
6569,"SQL","","Government",""
6570,"Amazon Web services,Java,Jupyter notebooks,MATLAB/Octave,Microsoft Excel Data Mining,NoSQL,Python,R,SAS Base,Tableau,Unix shell / awk","Python","Military/Security","Decision Trees,Random Forests"
6571,"Google Cloud Compute,Jupyter notebooks,MATLAB/Octave,NoSQL,Python,SQL,TensorFlow","Python","Technology","CNNs,Evolutionary Approaches,HMMs,Markov Logic Networks,SVMs"
6572,"Amazon Web services,R,SAS Base,SQL","","Government",""
6573,"Jupyter notebooks,Python,R,SQL","R","Financial","Decision Trees,Ensemble Methods,Gradient Boosted Machines,Random Forests,Regression/Logistic Regression"
6574,"","","Technology",""
6575,"Julia,Mathematica,MATLAB/Octave,Python,R","Python","Financial","Bayesian Techniques,Regression/Logistic Regression,SVMs"
6576,"Amazon Web services,Java,Minitab,Python,Spark / MLlib,TensorFlow,Other,Other","Python","Financial","Decision Trees,Evolutionary Approaches,Gradient Boosted Machines,Neural Networks,Random Forests,Regression/Logistic Regression"
6577,"Jupyter notebooks,Python,R,SQL","Python","Mix of fields",""
6578,"Amazon Web services,Cloudera,Flume,Hadoop/Hive/Pig,Impala,Jupyter notebooks,Microsoft SQL Server Data Mining,NoSQL,Python,RapidMiner (free version),Spark / MLlib,SQL,TensorFlow,Unix shell / awk","Python","Technology","Bayesian Techniques,Decision Trees,Ensemble Methods,Gradient Boosted Machines,Neural Networks,Random Forests,Regression/Logistic Regression,SVMs,Other"
6579,"","","Academic",""
6580,"Hadoop/Hive/Pig,Python,R,Unix shell / awk","","Financial",""
6581,"Amazon Web services,Jupyter notebooks,Python,R,Spark / MLlib,SQL,Tableau","Python","Financial","Decision Trees,Random Forests,Regression/Logistic Regression"
6582,"Jupyter notebooks,NoSQL,Python,R,Tableau,TensorFlow","","Military/Security","CNNs,Neural Networks,Random Forests"
6583,"Jupyter notebooks,Python,TensorFlow","Python","Technology","Decision Trees,Ensemble Methods,Neural Networks,Random Forests,RNNs"
6584,"","","",""
6585,"","","Pharmaceutical",""
6586,"C/C++,Unix shell / awk,Other","Other","Military/Security","Regression/Logistic Regression"
6587,"Hadoop/Hive/Pig,Jupyter notebooks,MATLAB/Octave,NoSQL,Python,Spark / MLlib,Tableau","Matlab","Academic","Ensemble Methods,Regression/Logistic Regression"
6588,"Jupyter notebooks,MATLAB/Octave,Minitab,Python,R,Spark / MLlib,Tableau,TensorFlow","Python","Telecommunications","Bayesian Techniques,Ensemble Methods,HMMs,Markov Logic Networks,Neural Networks,Random Forests,Regression/Logistic Regression,SVMs,Other"
6589,"C/C++,Python","Python","Internet-based","Other"
6590,"Amazon Web services,C/C++,IBM Watson / Waton Analytics,Java,Jupyter notebooks,MATLAB/Octave,Python,R,SQL,TensorFlow,Unix shell / awk","Python","Mix of fields","Bayesian Techniques,CNNs,Decision Trees,Ensemble Methods,Neural Networks,Random Forests,RNNs"
6591,"Amazon Web services,Hadoop/Hive/Pig,Jupyter notebooks,Python,Spark / MLlib,SQL,TensorFlow,Unix shell / awk","","Internet-based","Gradient Boosted Machines,Neural Networks,Random Forests,Regression/Logistic Regression,RNNs"
6592,"Hadoop/Hive/Pig,Jupyter notebooks,Python,R,Tableau,Unix shell / awk","R","Technology",""
6593,"","","Other",""
6594,"IBM Watson / Waton Analytics,Python,R,SQL","Python","Academic",""
6595,"C/C++,Julia,Jupyter notebooks,Mathematica,MATLAB/Octave,Microsoft Azure Machine Learning,Microsoft Excel Data Mining,Python,R","Python","Academic","Bayesian Techniques,Decision Trees,Regression/Logistic Regression"
6596,"","","",""
6597,"Amazon Web services,Google Cloud Compute,Jupyter notebooks,Python,Spark / MLlib,TensorFlow","Python","Government","CNNs,Neural Networks,Random Forests,RNNs"
6598,"Python,R,SQL,Tableau","R","Manufacturing","Decision Trees,Gradient Boosted Machines,Random Forests,Regression/Logistic Regression"
6599,"Python,SQL,Tableau","Python","Technology","Decision Trees"
6600,"C/C++,IBM Watson / Waton Analytics,Java,MATLAB/Octave,Microsoft Excel Data Mining,Minitab,Python,SQL,Statistica (Quest/Dell-formerly Statsoft),TensorFlow","Python","Technology","Decision Trees,Regression/Logistic Regression"
6601,"Hadoop/Hive/Pig,Impala,Jupyter notebooks,Microsoft R Server (Formerly Revolution Analytics),Python,R,SQL,TensorFlow,TIBCO Spotfire,Unix shell / awk","R","Other","Decision Trees,Ensemble Methods,Evolutionary Approaches,Neural Networks,Random Forests,Regression/Logistic Regression,SVMs"
6602,"IBM SPSS Modeler,IBM SPSS Statistics,QlikView,R","R","Academic","Bayesian Techniques,Decision Trees,Markov Logic Networks,Neural Networks"
6603,"Amazon Web services,Jupyter notebooks,Python,R,Spark / MLlib,TensorFlow","Python","CRM/Marketing","Regression/Logistic Regression"
6604,"","","Other",""
6605,"","","",""
6606,"Python","Python","Academic","Bayesian Techniques"
6607,"Amazon Web services,C/C++,Java,Julia,Jupyter notebooks,KNIME (free version),Mathematica,NoSQL,Python,R,Unix shell / awk,Other","Python","Academic","Bayesian Techniques,CNNs,Decision Trees,Ensemble Methods,HMMs,Markov Logic Networks,Random Forests,Regression/Logistic Regression,SVMs,Other"
6608,"MATLAB/Octave,Python,R,SAS Base","Python","Academic","Regression/Logistic Regression"
6609,"IBM Cognos,NoSQL,Perl,R,SQL,Unix shell / awk","Python","Academic","Regression/Logistic Regression"
6610,"IBM SPSS Statistics,R,RapidMiner (commercial version),SAS Base,SAS JMP,Tableau","R","Other","Bayesian Techniques,Decision Trees,Ensemble Methods,Random Forests,Regression/Logistic Regression"
6611,"","","",""
6612,"","","Academic","Evolutionary Approaches,Regression/Logistic Regression"
6613,"Amazon Web services,NoSQL","","Technology","Decision Trees,Ensemble Methods,Neural Networks,Random Forests,Regression/Logistic Regression"
6614,"Python,R","Python","Academic","Bayesian Techniques,Decision Trees,HMMs,Neural Networks,Regression/Logistic Regression,RNNs,SVMs"
6615,"Microsoft Excel Data Mining,Python,SAS Base","Python","Other","Regression/Logistic Regression"
6616,"Google Cloud Compute,Java,Jupyter notebooks,Python,R,SQL,Unix shell / awk","Python","Government","Random Forests"
6617,"R,SQL,Unix shell / awk,Other","R","Technology","Decision Trees,Regression/Logistic Regression"
6618,"DataRobot,R,SAS Base,SQL","R","Insurance","Gradient Boosted Machines,Other"
6619,"","","",""
6620,"","","Hospitality/Entertainment/Sports",""
6621,"Hadoop/Hive/Pig,NoSQL,R,Spark / MLlib,SQL","R","Internet-based","Bayesian Techniques,Decision Trees,Gradient Boosted Machines,Random Forests,Regression/Logistic Regression"
6622,"Microsoft Excel Data Mining,Oracle Data Mining/ Oracle R Enterprise,Perl,Python,R,SAS Base,SAS Enterprise Miner,SAS JMP,TensorFlow,Unix shell / awk","Python","Academic","Bayesian Techniques,Decision Trees,Evolutionary Approaches,Neural Networks,Random Forests,Regression/Logistic Regression"
6623,"","","",""
6624,"Amazon Machine Learning,C/C++,Hadoop/Hive/Pig,Impala,Jupyter notebooks,Mathematica,MATLAB/Octave,Microsoft R Server (Formerly Revolution Analytics),NoSQL,Python,R,Spark / MLlib,SQL,TensorFlow","Python","Mix of fields","Bayesian Techniques,CNNs,Evolutionary Approaches,Neural Networks,Regression/Logistic Regression"
6625,"Google Cloud Compute,Java,Jupyter notebooks,Microsoft Azure Machine Learning,Python,R,SQL,Tableau","Python","Internet-based","Decision Trees,Regression/Logistic Regression"
6626,"","","Mix of fields",""
6627,"Amazon Web services,Jupyter notebooks,Python,R,SQL,Unix shell / awk","Python","Other","Regression/Logistic Regression"
6628,"","","Technology",""
6629,"","","",""
6630,"Amazon Machine Learning,Amazon Web services,NoSQL,Python,R","Python","Government",""
6631,"Minitab,R,SAS Enterprise Miner,SAS JMP","R","Academic","Decision Trees,Ensemble Methods,Gradient Boosted Machines,Random Forests,Regression/Logistic Regression,SVMs"
6632,"Python,SQL,Tableau","Python","Technology","Random Forests,Regression/Logistic Regression"
6633,"SAS Enterprise Miner","R","Financial","Decision Trees,Gradient Boosted Machines,Regression/Logistic Regression"
6634,"Julia,Python,R,SQL,Unix shell / awk","Python","Academic","Bayesian Techniques,Decision Trees,Ensemble Methods,Gradient Boosted Machines,Neural Networks,Random Forests,Regression/Logistic Regression,SVMs"
6635,"Python,QlikView,R,SQL","Python","Technology",""
6636,"Microsoft Excel Data Mining,Python,SQL,Unix shell / awk","","Academic",""
6637,"Amazon Web services,Microsoft Excel Data Mining,R,SQL,Tableau,Unix shell / awk","Python","Non-profit","Decision Trees,Regression/Logistic Regression"
6638,"Cloudera,Flume,Hadoop/Hive/Pig,Jupyter notebooks,NoSQL,Python,Spark / MLlib,SQL,TensorFlow","Python","Financial","Decision Trees,Ensemble Methods,Gradient Boosted Machines,Random Forests,Regression/Logistic Regression"
6639,"C/C++,Google Cloud Compute,Java,Jupyter notebooks,KNIME (free version),Mathematica,MATLAB/Octave,Python,R,SQL,TensorFlow,TIBCO Spotfire","Python","Internet-based","Decision Trees,Markov Logic Networks,Random Forests,Regression/Logistic Regression"
6640,"Amazon Web services,Java,Jupyter notebooks,Python,R,Spark / MLlib,SQL,Tableau","Python","Manufacturing","Decision Trees,Random Forests,Regression/Logistic Regression"
6641,"","","Technology",""
6642,"C/C++,Java,Python,R,RapidMiner (free version),TensorFlow,Unix shell / awk","R","Technology","Decision Trees,Neural Networks,Random Forests,SVMs"
6643,"IBM SPSS Modeler,Microsoft Azure Machine Learning,R,SAS Enterprise Miner","R","Insurance","Bayesian Techniques,Decision Trees,Ensemble Methods,Gradient Boosted Machines,Neural Networks,Random Forests,Regression/Logistic Regression"
6644,"C/C++,Python,Unix shell / awk","Python","Academic","Decision Trees,Neural Networks"
6645,"C/C++,IBM SPSS Modeler,IBM SPSS Statistics,Minitab,R,Salfrod Systems CART/MARS/TreeNet/RF/SPM,SAS Base,SAS Enterprise Miner,SAS JMP,SQL","SQL","Financial","Decision Trees,Markov Logic Networks,Regression/Logistic Regression"
6646,"Amazon Machine Learning,Hadoop/Hive/Pig,Jupyter notebooks,NoSQL,Python,QlikView,R,Spark / MLlib,SQL","Python","Internet-based","Regression/Logistic Regression"
6647,"Amazon Web services,Hadoop/Hive/Pig,Impala,Jupyter notebooks,Python,R,Spark / MLlib,SQL,Unix shell / awk","SQL","Other","Bayesian Techniques,Decision Trees,Ensemble Methods,Random Forests,Regression/Logistic Regression"
6648,"MATLAB/Octave,Python,R","Python","Government","Neural Networks,Regression/Logistic Regression"
6649,"MATLAB/Octave","Python","Academic","Decision Trees,Ensemble Methods,Regression/Logistic Regression,SVMs"
6650,"Amazon Web services,Python,R,Spark / MLlib,SQL,TensorFlow","Python","Academic","CNNs,Neural Networks"
6651,"Hadoop/Hive/Pig,Jupyter notebooks,NoSQL,Python,QlikView,SQL,Tableau,TensorFlow","Python","Mix of fields","CNNs,Decision Trees,Ensemble Methods,Gradient Boosted Machines,Neural Networks,Random Forests,SVMs"
6652,"C/C++,Java,Jupyter notebooks,Mathematica,Python,SQL,TensorFlow,Unix shell / awk","Python","Mix of fields","Bayesian Techniques,Decision Trees,Evolutionary Approaches,SVMs"
6653,"Hadoop/Hive/Pig,Java,Jupyter notebooks,Python,R,Spark / MLlib,SQL,Tableau,TensorFlow,Unix shell / awk","","Financial","CNNs,Neural Networks"
6654,"Amazon Web services,C/C++,Java,Jupyter notebooks,KNIME (free version),MATLAB/Octave,Microsoft SQL Server Data Mining,Python,R,Spark / MLlib,SQL,TIBCO Spotfire,Unix shell / awk","R","Mix of fields","Ensemble Methods,Evolutionary Approaches,RNNs,SVMs"
6655,"Amazon Machine Learning,Amazon Web services,Jupyter notebooks,MATLAB/Octave,Microsoft Azure Machine Learning,Python,R,SQL","","Technology","Decision Trees,Ensemble Methods,Random Forests,Regression/Logistic Regression"
6656,"Amazon Web services,Jupyter notebooks,KNIME (free version),Microsoft Azure Machine Learning,Python,Tableau,TensorFlow","Python","Mix of fields","Decision Trees,Neural Networks,Regression/Logistic Regression"
6657,"Jupyter notebooks,Python,RapidMiner (free version)","","Academic","Decision Trees,Regression/Logistic Regression"
6658,"C/C++,Java,Jupyter notebooks,Python,R,Tableau,TensorFlow,Unix shell / awk","Python","CRM/Marketing","Bayesian Techniques,Decision Trees,Ensemble Methods,Gradient Boosted Machines,Random Forests,Regression/Logistic Regression,SVMs"
6659,"Amazon Machine Learning,Microsoft Azure Machine Learning,R,Spark / MLlib,SQL,TensorFlow","","Technology","Bayesian Techniques,CNNs,Decision Trees,Ensemble Methods,GANs,Gradient Boosted Machines,Random Forests,Regression/Logistic Regression,RNNs,SVMs"
6660,"C/C++,Python,R,SQL,Other","R","Academic","CNNs,Decision Trees,HMMs,Markov Logic Networks,Neural Networks"
6661,"","","Hospitality/Entertainment/Sports",""
6662,"Cloudera,Jupyter notebooks,KNIME (free version),Python,R,Spark / MLlib,SQL,Tableau","SQL","Technology","Decision Trees,HMMs,Neural Networks,Random Forests,SVMs"
6663,"Python,Unix shell / awk","Python","Technology","Random Forests"
6664,"Amazon Web services,Java,Python,R,SQL,Other,Other","Python","Other","Regression/Logistic Regression,Other"
6665,"Amazon Web services,C/C++,DataRobot,Hadoop/Hive/Pig,Jupyter notebooks,Python,R,Spark / MLlib,SQL,Tableau","Python","Military/Security","Ensemble Methods,Gradient Boosted Machines,Random Forests"
6666,"Jupyter notebooks,Python,TensorFlow","Python","Financial","Decision Trees,Ensemble Methods,Regression/Logistic Regression"
6667,"Amazon Web services,Jupyter notebooks,Python,R,Spark / MLlib,SQL,Tableau,Unix shell / awk","","Mix of fields","Gradient Boosted Machines,Regression/Logistic Regression"
6668,"Jupyter notebooks,MATLAB/Octave,Python","Matlab","Telecommunications","Evolutionary Approaches,Regression/Logistic Regression"
6669,"","","",""
6670,"Amazon Web services,Jupyter notebooks,Python,Stan","Python","Mix of fields","CNNs,GANs,Neural Networks,RNNs"
6671,"","","",""
6672,"Amazon Machine Learning,Amazon Web services,Google Cloud Compute,IBM SPSS Modeler,IBM SPSS Statistics,Microsoft Excel Data Mining,Python,R,Tableau,TensorFlow,Unix shell / awk","Python","Technology","Bayesian Techniques,Decision Trees,Regression/Logistic Regression"
6673,"","","Other","Decision Trees,Neural Networks,Random Forests,Regression/Logistic Regression"
6674,"Amazon Web services,Cloudera,Hadoop/Hive/Pig,Impala,Jupyter notebooks,Python,Spark / MLlib,SQL,TensorFlow","Python","Financial","Bayesian Techniques,Decision Trees,Random Forests,Regression/Logistic Regression"
6675,"Amazon Web services,Jupyter notebooks,Microsoft Azure Machine Learning,Microsoft Excel Data Mining,Python,R,SAP BusinessObjects Predictive Analytics,SAS Base,SQL,Tableau","Python","CRM/Marketing","Regression/Logistic Regression"
6676,"","","Technology","CNNs,Evolutionary Approaches,GANs,Gradient Boosted Machines,Neural Networks,Random Forests,Regression/Logistic Regression,RNNs,SVMs"
6677,"","","Mix of fields",""
6678,"Jupyter notebooks,Mathematica,MATLAB/Octave,Python,R,TensorFlow,Unix shell / awk","Python","Academic","Bayesian Techniques,CNNs,Ensemble Methods,Markov Logic Networks,Regression/Logistic Regression,SVMs"
6679,"","","",""
6680,"C/C++,Python,Unix shell / awk","","Technology",""
6681,"Spark / MLlib","","Retail","Bayesian Techniques"
6682,"","","Hospitality/Entertainment/Sports",""
6683,"Hadoop/Hive/Pig,Jupyter notebooks,KNIME (free version),NoSQL,Python,Spark / MLlib,SQL,Tableau,TensorFlow","Scala","Academic","CNNs,Decision Trees,Ensemble Methods,Neural Networks"
6684,"","","",""
6685,"Amazon Machine Learning,Amazon Web services,C/C++,NoSQL,Python,R,SQL,Unix shell / awk","","Academic",""
6686,"Amazon Web services,Jupyter notebooks,Python,SQL,Tableau,Unix shell / awk","Python","Pharmaceutical","Decision Trees,Ensemble Methods,Random Forests,Regression/Logistic Regression"
6687,"Microsoft Excel Data Mining,Python,R,SQL","R","Manufacturing",""
6688,"Python,R,SAP BusinessObjects Predictive Analytics,Tableau,Unix shell / awk","R","Financial","CNNs,Regression/Logistic Regression"
6689,"Amazon Machine Learning,C/C++,Jupyter notebooks,Python,TensorFlow","","Military/Security","Bayesian Techniques"
6690,"SQL,Other","R","Pharmaceutical","Bayesian Techniques"
6691,"Amazon Web services,DataRobot,Python,R,Other","Python","Other","Random Forests,Regression/Logistic Regression"
6692,"","","Academic",""
6693,"Jupyter notebooks,Python,R,SAS Base,SQL,Tableau,TIBCO Spotfire","Python","Manufacturing","Bayesian Techniques,Decision Trees,Ensemble Methods,Gradient Boosted Machines,Random Forests,Regression/Logistic Regression,SVMs"
6694,"Amazon Web services,Hadoop/Hive/Pig,Java,Python,R,SQL,Tableau,Unix shell / awk","Python","Non-profit",""
6695,"MATLAB/Octave,Python","Python","Academic","Neural Networks"
6696,"Amazon Web services,Hadoop/Hive/Pig,Jupyter notebooks,Python,Unix shell / awk","","Technology","Regression/Logistic Regression"
6697,"IBM Watson / Waton Analytics,Julia,Jupyter notebooks,Mathematica,Python","Python","Mix of fields","Bayesian Techniques,Regression/Logistic Regression"
6698,"","","",""
6699,"","","Technology",""
6700,"Amazon Web services,C/C++,Hadoop/Hive/Pig,Java,Jupyter notebooks,Python,Spark / MLlib,SQL,TensorFlow,Unix shell / awk,Other","Python","Technology","Bayesian Techniques,Decision Trees,Ensemble Methods,Random Forests,Regression/Logistic Regression"
6701,"Java,Jupyter notebooks,Mathematica,MATLAB/Octave,Minitab,NoSQL,Orange,Python,R,RapidMiner (free version)","Python","Academic","Bayesian Techniques,Decision Trees,Gradient Boosted Machines,HMMs,Random Forests,Regression/Logistic Regression,SVMs"
6702,"","","",""
6703,"Microsoft Excel Data Mining,Python,R,SQL,Tableau","Python","Government","Decision Trees,Regression/Logistic Regression"
6704,"MATLAB/Octave,Microsoft Excel Data Mining,Microsoft SQL Server Data Mining,Python,Unix shell / awk","Python","Non-profit","CNNs,Decision Trees,Ensemble Methods,Gradient Boosted Machines,Neural Networks,Random Forests,Regression/Logistic Regression,SVMs"
6705,"","","",""
6706,"Amazon Machine Learning,Amazon Web services,NoSQL,Python,R","Python","Technology","Random Forests,Regression/Logistic Regression"
6707,"C/C++,MATLAB/Octave,Stan,Other,Other","C/C++/C#","Government","Bayesian Techniques,Decision Trees,Markov Logic Networks,Regression/Logistic Regression"
6708,"","","Insurance",""
6709,"","","Academic",""
6710,"Jupyter notebooks,NoSQL,R,SQL,TensorFlow,Unix shell / awk","Python","Internet-based","Decision Trees,Ensemble Methods,Evolutionary Approaches,Gradient Boosted Machines,Random Forests"
6711,"Jupyter notebooks,MATLAB/Octave,Python,SAS Base,SAS Enterprise Miner,SAS JMP","Python","Technology","Decision Trees,Ensemble Methods,Gradient Boosted Machines,Random Forests,Regression/Logistic Regression"
6712,"Amazon Web services,DataRobot,Microsoft R Server (Formerly Revolution Analytics),NoSQL,R,Tableau","","Other","Bayesian Techniques,CNNs,Decision Trees,Gradient Boosted Machines,Neural Networks,Regression/Logistic Regression"
6713,"Hadoop/Hive/Pig,Python,Spark / MLlib","Python","Other","Bayesian Techniques,Decision Trees,Random Forests,Regression/Logistic Regression,SVMs"
6714,"Amazon Web services,Hadoop/Hive/Pig,Java,Python,Spark / MLlib,SQL,Unix shell / awk","Python","Other","Regression/Logistic Regression"
