year,chord,root_integer,root_roman,quality,title_compressed,artist_compressed,title,artist
1968,A:maj,0,I,maj,monymony,tommyjames,Mony Mony,Tommy James
1968,N,NonHarmonic,NonHarmonic,NonHarmonic,monymony,tommyjames,Mony Mony,Tommy James
1968,D:maj,5,IV,maj,monymony,tommyjames,Mony Mony,Tommy James
1968,E:maj,7,V,maj,monymony,tommyjames,Mony Mony,Tommy James
1968,A:maj,0,I,maj,monymony,tommyjames,Mony Mony,Tommy James
1968,G:maj,10,bVII,maj,monymony,tommyjames,Mony Mony,Tommy James
1968,A:maj,0,I,maj,monymony,tommyjames,Mony Mony,Tommy James
1987,"D:sus4(b7,9)",7,V,"sus4(b7,9)",dirtywater,rockandhyde,Dirty Water,Rock And Hyde
1987,G:maj,0,I,maj,dirtywater,rockandhyde,Dirty Water,Rock And Hyde
1987,D:min7,7,V,min7,dirtywater,rockandhyde,Dirty Water,Rock And Hyde
1987,C:maj,5,IV,maj,dirtywater,rockandhyde,Dirty Water,Rock And Hyde
1987,G:maj,0,I,maj,dirtywater,rockandhyde,Dirty Water,Rock And Hyde
1987,D:min7,7,V,min7,dirtywater,rockandhyde,Dirty Water,Rock And Hyde
1987,C:maj,5,IV,maj,dirtywater,rockandhyde,Dirty Water,Rock And Hyde
1987,G:maj,0,I,maj,dirtywater,rockandhyde,Dirty Water,Rock And Hyde
1987,D:min7,7,V,min7,dirtywater,rockandhyde,Dirty Water,Rock And Hyde
1987,C:maj,5,IV,maj,dirtywater,rockandhyde,Dirty Water,Rock And Hyde
1987,G:maj,0,I,maj,dirtywater,rockandhyde,Dirty Water,Rock And Hyde
1987,D:min7,7,V,min7,dirtywater,rockandhyde,Dirty Water,Rock And Hyde
1987,C:maj,5,IV,maj,dirtywater,rockandhyde,Dirty Water,Rock And Hyde
1987,E:min,9,VI,min,dirtywater,rockandhyde,Dirty Water,Rock And Hyde
1987,Eb:maj,8,bVI,maj,dirtywater,rockandhyde,Dirty Water,Rock And Hyde
1987,E:min,9,VI,min,dirtywater,rockandhyde,Dirty Water,Rock And Hyde
1987,Eb:maj,8,bVI,maj,dirtywater,rockandhyde,Dirty Water,Rock And Hyde
1987,E:min,9,VI,min,dirtywater,rockandhyde,Dirty Water,Rock And Hyde
1987,Eb:maj,8,bVI,maj,dirtywater,rockandhyde,Dirty Water,Rock And Hyde
1987,E:min,9,VI,min,dirtywater,rockandhyde,Dirty Water,Rock And Hyde
1987,Eb:maj,8,bVI,maj,dirtywater,rockandhyde,Dirty Water,Rock And Hyde
1987,G:maj,0,I,maj,dirtywater,rockandhyde,Dirty Water,Rock And Hyde
1987,D:min7,7,V,min7,dirtywater,rockandhyde,Dirty Water,Rock And Hyde
1987,C:maj,5,IV,maj,dirtywater,rockandhyde,Dirty Water,Rock And Hyde
1971,F#:maj,0,I,maj,treatherlikealady,corneliusbrothers&sisterrose,Treat Her Like A Lady,Cornelius Brothers & Sister Rose
1971,A:maj,3,bIII,maj,treatherlikealady,corneliusbrothers&sisterrose,Treat Her Like A Lady,Cornelius Brothers & Sister Rose
1971,B:maj,5,IV,maj,treatherlikealady,corneliusbrothers&sisterrose,Treat Her Like A Lady,Cornelius Brothers & Sister Rose
1971,F#:maj,0,I,maj,treatherlikealady,corneliusbrothers&sisterrose,Treat Her Like A Lady,Cornelius Brothers & Sister Rose
1971,A:maj,3,bIII,maj,treatherlikealady,corneliusbrothers&sisterrose,Treat Her Like A Lady,Cornelius Brothers & Sister Rose
1971,B:maj,5,IV,maj,treatherlikealady,corneliusbrothers&sisterrose,Treat Her Like A Lady,Cornelius Brothers & Sister Rose
1971,F#:maj,0,I,maj,treatherlikealady,corneliusbrothers&sisterrose,Treat Her Like A Lady,Cornelius Brothers & Sister Rose
1971,A:maj,3,bIII,maj,treatherlikealady,corneliusbrothers&sisterrose,Treat Her Like A Lady,Cornelius Brothers & Sister Rose
1971,B:min,5,IV,min,treatherlikealady,corneliusbrothers&sisterrose,Treat Her Like A Lady,Cornelius Brothers & Sister Rose
1971,A:maj,3,bIII,maj,treatherlikealady,corneliusbrothers&sisterrose,Treat Her Like A Lady,Cornelius Brothers & Sister Rose
1971,B:min,5,IV,min,treatherlikealady,corneliusbrothers&sisterrose,Treat Her Like A Lady,Cornelius Brothers & Sister Rose
1971,A:maj,3,bIII,maj,treatherlikealady,corneliusbrothers&sisterrose,Treat Her Like A Lady,Cornelius Brothers & Sister Rose
1971,B:min,5,IV,min,treatherlikealady,corneliusbrothers&sisterrose,Treat Her Like A Lady,Cornelius Brothers & Sister Rose
1971,F#:maj,0,I,maj,treatherlikealady,corneliusbrothers&sisterrose,Treat Her Like A Lady,Cornelius Brothers & Sister Rose
1968,E:min,0,I,min,eleanorrigby,raycharles,Eleanor Rigby,Ray Charles
1968,C:7,8,bVI,7,eleanorrigby,raycharles,Eleanor Rigby,Ray Charles
1968,E:min,0,I,min,eleanorrigby,raycharles,Eleanor Rigby,Ray Charles
1968,C:7,8,bVI,7,eleanorrigby,raycharles,Eleanor Rigby,Ray Charles
1968,E:min,0,I,min,eleanorrigby,raycharles,Eleanor Rigby,Ray Charles
1968,E:min7,0,I,min7,eleanorrigby,raycharles,Eleanor Rigby,Ray Charles
1968,E:min6,0,I,min6,eleanorrigby,raycharles,Eleanor Rigby,Ray Charles
1968,E:min(b13),0,I,min(b13),eleanorrigby,raycharles,Eleanor Rigby,Ray Charles
1968,E:min,0,I,min,eleanorrigby,raycharles,Eleanor Rigby,Ray Charles
1968,E:min7,0,I,min7,eleanorrigby,raycharles,Eleanor Rigby,Ray Charles
1968,E:min6,0,I,min6,eleanorrigby,raycharles,Eleanor Rigby,Ray Charles
1968,E:min(b13),0,I,min(b13),eleanorrigby,raycharles,Eleanor Rigby,Ray Charles
1968,E:min,0,I,min,eleanorrigby,raycharles,Eleanor Rigby,Ray Charles
1968,C:7,8,bVI,7,eleanorrigby,raycharles,Eleanor Rigby,Ray Charles
1968,E:min,0,I,min,eleanorrigby,raycharles,Eleanor Rigby,Ray Charles
1968,A:min,5,IV,min,eleanorrigby,raycharles,Eleanor Rigby,Ray Charles
1968,E:min,0,I,min,eleanorrigby,raycharles,Eleanor Rigby,Ray Charles
1968,B:min,9,VI,min,crylikeababy,theboxtops,Cry Like A Baby,The Box Tops
1968,D:maj,0,I,maj,crylikeababy,theboxtops,Cry Like A Baby,The Box Tops
1968,G:maj,5,IV,maj,crylikeababy,theboxtops,Cry Like A Baby,The Box Tops
1968,A:maj,7,V,maj,crylikeababy,theboxtops,Cry Like A Baby,The Box Tops
1968,G:maj,5,IV,maj,crylikeababy,theboxtops,Cry Like A Baby,The Box Tops
1968,D:maj,0,I,maj,crylikeababy,theboxtops,Cry Like A Baby,The Box Tops
1968,F#:maj,4,III,maj,crylikeababy,theboxtops,Cry Like A Baby,The Box Tops
1968,D:maj,0,I,maj,crylikeababy,theboxtops,Cry Like A Baby,The Box Tops
1968,A:maj,7,V,maj,crylikeababy,theboxtops,Cry Like A Baby,The Box Tops
1968,G:maj,5,IV,maj,crylikeababy,theboxtops,Cry Like A Baby,The Box Tops
1968,D:maj,0,I,maj,crylikeababy,theboxtops,Cry Like A Baby,The Box Tops
1986,Ab:maj,0,I,maj,likearock,bobseger,Like A Rock,Bob Seger
1986,Db:maj/5,5,IV,maj/5,likearock,bobseger,Like A Rock,Bob Seger
1986,Ab:maj,0,I,maj,likearock,bobseger,Like A Rock,Bob Seger
1986,Db:maj/5,5,IV,maj/5,likearock,bobseger,Like A Rock,Bob Seger
1986,Ab:maj,0,I,maj,likearock,bobseger,Like A Rock,Bob Seger
1986,Db:maj/5,5,IV,maj/5,likearock,bobseger,Like A Rock,Bob Seger
1986,Gb:maj/9,10,bVII,maj/9,likearock,bobseger,Like A Rock,Bob Seger
1986,Db:maj/5,5,IV,maj/5,likearock,bobseger,Like A Rock,Bob Seger
1986,Ab:maj,0,I,maj,likearock,bobseger,Like A Rock,Bob Seger
1986,Db:maj/5,5,IV,maj/5,likearock,bobseger,Like A Rock,Bob Seger
1986,Ab:maj,0,I,maj,likearock,bobseger,Like A Rock,Bob Seger
1986,Db:maj,5,IV,maj,likearock,bobseger,Like A Rock,Bob Seger
1986,Gb:sus2,10,bVII,sus2,likearock,bobseger,Like A Rock,Bob Seger
1986,Db:maj,5,IV,maj,likearock,bobseger,Like A Rock,Bob Seger
1986,Ab:maj,0,I,maj,likearock,bobseger,Like A Rock,Bob Seger
1986,Db:maj/5,5,IV,maj/5,likearock,bobseger,Like A Rock,Bob Seger
1986,Ab:maj,0,I,maj,likearock,bobseger,Like A Rock,Bob Seger
1986,Db:maj,5,IV,maj,likearock,bobseger,Like A Rock,Bob Seger
1986,Gb:maj,10,bVII,maj,likearock,bobseger,Like A Rock,Bob Seger
1986,Db:maj,5,IV,maj,likearock,bobseger,Like A Rock,Bob Seger
1986,Ab:maj,0,I,maj,likearock,bobseger,Like A Rock,Bob Seger
1986,Db:maj/5,5,IV,maj/5,likearock,bobseger,Like A Rock,Bob Seger
1986,Ab:maj,0,I,maj,likearock,bobseger,Like A Rock,Bob Seger
1986,Db:maj,5,IV,maj,likearock,bobseger,Like A Rock,Bob Seger
1986,Gb:maj,10,bVII,maj,likearock,bobseger,Like A Rock,Bob Seger
1968,C:maj,0,I,maj,ifoundatruelove,wilsonpickett,I Found A True Love,Wilson Pickett
1968,F:maj/5,5,IV,maj/5,ifoundatruelove,wilsonpickett,I Found A True Love,Wilson Pickett
1968,C:maj,0,I,maj,ifoundatruelove,wilsonpickett,I Found A True Love,Wilson Pickett
1968,C:7,0,I,7,ifoundatruelove,wilsonpickett,I Found A True Love,Wilson Pickett
1968,C:maj,0,I,maj,ifoundatruelove,wilsonpickett,I Found A True Love,Wilson Pickett
1968,C:7,0,I,7,ifoundatruelove,wilsonpickett,I Found A True Love,Wilson Pickett
1968,F:7,5,IV,7,ifoundatruelove,wilsonpickett,I Found A True Love,Wilson Pickett
1968,C:maj,0,I,maj,ifoundatruelove,wilsonpickett,I Found A True Love,Wilson Pickett
1968,C:7,0,I,7,ifoundatruelove,wilsonpickett,I Found A True Love,Wilson Pickett
1968,C:maj,0,I,maj,ifoundatruelove,wilsonpickett,I Found A True Love,Wilson Pickett
1968,C:7,0,I,7,ifoundatruelove,wilsonpickett,I Found A True Love,Wilson Pickett
1968,A:min,9,VI,min,ifoundatruelove,wilsonpickett,I Found A True Love,Wilson Pickett
1968,G:maj,7,V,maj,ifoundatruelove,wilsonpickett,I Found A True Love,Wilson Pickett
1968,C:maj,0,I,maj,ifoundatruelove,wilsonpickett,I Found A True Love,Wilson Pickett
1968,C:7,0,I,7,ifoundatruelove,wilsonpickett,I Found A True Love,Wilson Pickett
1968,C:maj,0,I,maj,ifoundatruelove,wilsonpickett,I Found A True Love,Wilson Pickett
1968,C:7,0,I,7,ifoundatruelove,wilsonpickett,I Found A True Love,Wilson Pickett
1968,F:7,5,IV,7,ifoundatruelove,wilsonpickett,I Found A True Love,Wilson Pickett
1968,C:maj,0,I,maj,ifoundatruelove,wilsonpickett,I Found A True Love,Wilson Pickett
1968,C:7,0,I,7,ifoundatruelove,wilsonpickett,I Found A True Love,Wilson Pickett
1968,C:maj,0,I,maj,ifoundatruelove,wilsonpickett,I Found A True Love,Wilson Pickett
1968,C:7,0,I,7,ifoundatruelove,wilsonpickett,I Found A True Love,Wilson Pickett
1980,C:min11,2,II,min11,startingoveragain,dollyparton,Starting Over Again,Dolly Parton
1980,F:maj,7,V,maj,startingoveragain,dollyparton,Starting Over Again,Dolly Parton
1980,F:sus4,7,V,sus4,startingoveragain,dollyparton,Starting Over Again,Dolly Parton
1980,F:maj,7,V,maj,startingoveragain,dollyparton,Starting Over Again,Dolly Parton
1980,C:min11,2,II,min11,startingoveragain,dollyparton,Starting Over Again,Dolly Parton
1980,F:maj,7,V,maj,startingoveragain,dollyparton,Starting Over Again,Dolly Parton
1980,F:sus4,7,V,sus4,startingoveragain,dollyparton,Starting Over Again,Dolly Parton
1980,F:maj,7,V,maj,startingoveragain,dollyparton,Starting Over Again,Dolly Parton
1980,Bb:maj,0,I,maj,startingoveragain,dollyparton,Starting Over Again,Dolly Parton
1980,F:maj/11,7,V,maj/11,startingoveragain,dollyparton,Starting Over Again,Dolly Parton
1980,C:min7,2,II,min7,startingoveragain,dollyparton,Starting Over Again,Dolly Parton
1980,"F:sus4(b7,9)",7,V,"sus4(b7,9)",startingoveragain,dollyparton,Starting Over Again,Dolly Parton
1980,Bb:maj,0,I,maj,startingoveragain,dollyparton,Starting Over Again,Dolly Parton
1980,F:maj/11,7,V,maj/11,startingoveragain,dollyparton,Starting Over Again,Dolly Parton
1980,C:min7,2,II,min7,startingoveragain,dollyparton,Starting Over Again,Dolly Parton
1980,"F:sus4(b7,9)",7,V,"sus4(b7,9)",startingoveragain,dollyparton,Starting Over Again,Dolly Parton
1980,Bb:maj,0,I,maj,startingoveragain,dollyparton,Starting Over Again,Dolly Parton
1980,D:min7,4,III,min7,startingoveragain,dollyparton,Starting Over Again,Dolly Parton
1980,Eb:maj,5,IV,maj,startingoveragain,dollyparton,Starting Over Again,Dolly Parton
1980,D:min7,4,III,min7,startingoveragain,dollyparton,Starting Over Again,Dolly Parton
1980,Bb:maj,0,I,maj,startingoveragain,dollyparton,Starting Over Again,Dolly Parton
1980,F:maj/11,7,V,maj/11,startingoveragain,dollyparton,Starting Over Again,Dolly Parton
1980,"F:sus4(b7,9)",7,V,"sus4(b7,9)",startingoveragain,dollyparton,Starting Over Again,Dolly Parton
1980,Bb:maj,0,I,maj,startingoveragain,dollyparton,Starting Over Again,Dolly Parton
1971,Z,NonHarmonic,NonHarmonic,NonHarmonic,ridersonthestorm,thedoors,Riders On The Storm,The Doors
1971,E:min,0,I,min,ridersonthestorm,thedoors,Riders On The Storm,The Doors
1971,D:maj/9,10,bVII,maj/9,ridersonthestorm,thedoors,Riders On The Storm,The Doors
1971,E:min,0,I,min,ridersonthestorm,thedoors,Riders On The Storm,The Doors
1971,D:maj/9,10,bVII,maj/9,ridersonthestorm,thedoors,Riders On The Storm,The Doors
1971,E:min,0,I,min,ridersonthestorm,thedoors,Riders On The Storm,The Doors
1971,D:maj/9,10,bVII,maj/9,ridersonthestorm,thedoors,Riders On The Storm,The Doors
1971,E:min,0,I,min,ridersonthestorm,thedoors,Riders On The Storm,The Doors
1971,D:maj/9,10,bVII,maj/9,ridersonthestorm,thedoors,Riders On The Storm,The Doors
1971,E:min,0,I,min,ridersonthestorm,thedoors,Riders On The Storm,The Doors
1971,D:maj/9,10,bVII,maj/9,ridersonthestorm,thedoors,Riders On The Storm,The Doors
1971,E:min,0,I,min,ridersonthestorm,thedoors,Riders On The Storm,The Doors
1971,D:maj/9,10,bVII,maj/9,ridersonthestorm,thedoors,Riders On The Storm,The Doors
1971,E:min,0,I,min,ridersonthestorm,thedoors,Riders On The Storm,The Doors
1971,D:maj/9,10,bVII,maj/9,ridersonthestorm,thedoors,Riders On The Storm,The Doors
1971,E:min,0,I,min,ridersonthestorm,thedoors,Riders On The Storm,The Doors
1971,A:min,5,IV,min,ridersonthestorm,thedoors,Riders On The Storm,The Doors
1971,B:min/b7,7,V,min/b7,ridersonthestorm,thedoors,Riders On The Storm,The Doors
1971,C:maj/13,8,bVI,maj/13,ridersonthestorm,thedoors,Riders On The Storm,The Doors
1971,D:maj/5,10,bVII,maj/5,ridersonthestorm,thedoors,Riders On The Storm,The Doors
1971,E:min,0,I,min,ridersonthestorm,thedoors,Riders On The Storm,The Doors
1971,D:maj/9,10,bVII,maj/9,ridersonthestorm,thedoors,Riders On The Storm,The Doors
1971,E:min,0,I,min,ridersonthestorm,thedoors,Riders On The Storm,The Doors
1971,D:maj/9,10,bVII,maj/9,ridersonthestorm,thedoors,Riders On The Storm,The Doors
1971,G:maj7/5,3,bIII,maj7/5,ridersonthestorm,thedoors,Riders On The Storm,The Doors
1971,D:maj,10,bVII,maj,ridersonthestorm,thedoors,Riders On The Storm,The Doors
1971,C:maj,8,bVI,maj,ridersonthestorm,thedoors,Riders On The Storm,The Doors
1971,E:min,0,I,min,ridersonthestorm,thedoors,Riders On The Storm,The Doors
1971,F#:min/b7,2,II,min/b7,ridersonthestorm,thedoors,Riders On The Storm,The Doors
1971,G:maj/13,3,bIII,maj/13,ridersonthestorm,thedoors,Riders On The Storm,The Doors
1971,F#:min/b7,2,II,min/b7,ridersonthestorm,thedoors,Riders On The Storm,The Doors
1971,E:min,0,I,min,ridersonthestorm,thedoors,Riders On The Storm,The Doors
1971,F#:min/b7,2,II,min/b7,ridersonthestorm,thedoors,Riders On The Storm,The Doors
1971,G:maj/13,3,bIII,maj/13,ridersonthestorm,thedoors,Riders On The Storm,The Doors
1971,F#:min/b7,2,II,min/b7,ridersonthestorm,thedoors,Riders On The Storm,The Doors
1971,E:min,0,I,min,ridersonthestorm,thedoors,Riders On The Storm,The Doors
1971,F#:min/b7,2,II,min/b7,ridersonthestorm,thedoors,Riders On The Storm,The Doors
1971,G:maj/13,3,bIII,maj/13,ridersonthestorm,thedoors,Riders On The Storm,The Doors
1971,F#:min/b7,2,II,min/b7,ridersonthestorm,thedoors,Riders On The Storm,The Doors
1968,A:maj,7,V,maj,isecondthatemotion,themiracles,I Second That Emotion,The Miracles
1968,G:maj,5,IV,maj,isecondthatemotion,themiracles,I Second That Emotion,The Miracles
1968,D:maj,0,I,maj,isecondthatemotion,themiracles,I Second That Emotion,The Miracles
1968,G:maj,5,IV,maj,isecondthatemotion,themiracles,I Second That Emotion,The Miracles
1968,A:maj,7,V,maj,isecondthatemotion,themiracles,I Second That Emotion,The Miracles
1968,D:maj,0,I,maj,isecondthatemotion,themiracles,I Second That Emotion,The Miracles
1968,G:maj,5,IV,maj,isecondthatemotion,themiracles,I Second That Emotion,The Miracles
1968,D:maj,0,I,maj,isecondthatemotion,themiracles,I Second That Emotion,The Miracles
1968,G:maj,5,IV,maj,isecondthatemotion,themiracles,I Second That Emotion,The Miracles
1968,D:maj,0,I,maj,isecondthatemotion,themiracles,I Second That Emotion,The Miracles
1968,A:maj,7,V,maj,isecondthatemotion,themiracles,I Second That Emotion,The Miracles
1968,G:maj,5,IV,maj,isecondthatemotion,themiracles,I Second That Emotion,The Miracles
1968,D:maj,0,I,maj,isecondthatemotion,themiracles,I Second That Emotion,The Miracles
1968,A:maj,7,V,maj,isecondthatemotion,themiracles,I Second That Emotion,The Miracles
1962,B:maj,7,V,maj,thetwist,chubbychecker,The Twist,Chubby Checker
1962,A:maj,5,IV,maj,thetwist,chubbychecker,The Twist,Chubby Checker
1962,E:maj,0,I,maj,thetwist,chubbychecker,The Twist,Chubby Checker
1962,A:maj,5,IV,maj,thetwist,chubbychecker,The Twist,Chubby Checker
1962,E:maj,0,I,maj,thetwist,chubbychecker,The Twist,Chubby Checker
1962,B:maj,7,V,maj,thetwist,chubbychecker,The Twist,Chubby Checker
1962,A:maj,5,IV,maj,thetwist,chubbychecker,The Twist,Chubby Checker
1962,E:maj,0,I,maj,thetwist,chubbychecker,The Twist,Chubby Checker
1962,A:maj,5,IV,maj,thetwist,chubbychecker,The Twist,Chubby Checker
1962,E:maj,0,I,maj,thetwist,chubbychecker,The Twist,Chubby Checker
1962,B:maj,7,V,maj,thetwist,chubbychecker,The Twist,Chubby Checker
1962,A:maj,5,IV,maj,thetwist,chubbychecker,The Twist,Chubby Checker
1962,E:maj,0,I,maj,thetwist,chubbychecker,The Twist,Chubby Checker
1962,A:maj,5,IV,maj,thetwist,chubbychecker,The Twist,Chubby Checker
1971,Bb:maj,0,I,maj,allieverneedisyou,sonny&cher,All I Ever Need Is You,Sonny & Cher
1971,D:7,4,III,7,allieverneedisyou,sonny&cher,All I Ever Need Is You,Sonny & Cher
1971,G:min,9,VI,min,allieverneedisyou,sonny&cher,All I Ever Need Is You,Sonny & Cher
1971,Bb:7,0,I,7,allieverneedisyou,sonny&cher,All I Ever Need Is You,Sonny & Cher
1971,Eb:maj,5,IV,maj,allieverneedisyou,sonny&cher,All I Ever Need Is You,Sonny & Cher
1971,Bb:maj,0,I,maj,allieverneedisyou,sonny&cher,All I Ever Need Is You,Sonny & Cher
1971,G:min,9,VI,min,allieverneedisyou,sonny&cher,All I Ever Need Is You,Sonny & Cher
1971,C:7,2,II,7,allieverneedisyou,sonny&cher,All I Ever Need Is You,Sonny & Cher
1971,F:7,7,V,7,allieverneedisyou,sonny&cher,All I Ever Need Is You,Sonny & Cher
1971,F:sus4(b7),7,V,sus4(b7),allieverneedisyou,sonny&cher,All I Ever Need Is You,Sonny & Cher
1971,F:7,7,V,7,allieverneedisyou,sonny&cher,All I Ever Need Is You,Sonny & Cher
1971,Bb:maj,0,I,maj,allieverneedisyou,sonny&cher,All I Ever Need Is You,Sonny & Cher
1971,D:7,4,III,7,allieverneedisyou,sonny&cher,All I Ever Need Is You,Sonny & Cher
1971,G:min,9,VI,min,allieverneedisyou,sonny&cher,All I Ever Need Is You,Sonny & Cher
1971,Bb:7,0,I,7,allieverneedisyou,sonny&cher,All I Ever Need Is You,Sonny & Cher
1971,Eb:maj,5,IV,maj,allieverneedisyou,sonny&cher,All I Ever Need Is You,Sonny & Cher
1971,Bb:maj,0,I,maj,allieverneedisyou,sonny&cher,All I Ever Need Is You,Sonny & Cher
1971,G:min,9,VI,min,allieverneedisyou,sonny&cher,All I Ever Need Is You,Sonny & Cher
1971,C:7,2,II,7,allieverneedisyou,sonny&cher,All I Ever Need Is You,Sonny & Cher
1971,F:7,7,V,7,allieverneedisyou,sonny&cher,All I Ever Need Is You,Sonny & Cher
1979,B:maj,7,V,maj,feelin'satisfied,boston,Feelin' Satisfied,Boston
1979,E:maj,0,I,maj,feelin'satisfied,boston,Feelin' Satisfied,Boston
1979,B:maj,7,V,maj,feelin'satisfied,boston,Feelin' Satisfied,Boston
1979,E:maj,0,I,maj,feelin'satisfied,boston,Feelin' Satisfied,Boston
1979,B:maj,7,V,maj,feelin'satisfied,boston,Feelin' Satisfied,Boston
1979,E:maj/5,0,I,maj/5,feelin'satisfied,boston,Feelin' Satisfied,Boston
1979,B:maj,7,V,maj,feelin'satisfied,boston,Feelin' Satisfied,Boston
1979,A:maj,5,IV,maj,feelin'satisfied,boston,Feelin' Satisfied,Boston
1979,E:maj,0,I,maj,feelin'satisfied,boston,Feelin' Satisfied,Boston
1979,D:maj/5,10,bVII,maj/5,feelin'satisfied,boston,Feelin' Satisfied,Boston
1979,A:maj,5,IV,maj,feelin'satisfied,boston,Feelin' Satisfied,Boston
1979,D:maj/5,10,bVII,maj/5,feelin'satisfied,boston,Feelin' Satisfied,Boston
1979,A:maj,5,IV,maj,feelin'satisfied,boston,Feelin' Satisfied,Boston
1979,E:maj,0,I,maj,feelin'satisfied,boston,Feelin' Satisfied,Boston
1979,D:maj/5,10,bVII,maj/5,feelin'satisfied,boston,Feelin' Satisfied,Boston
1979,A:maj,5,IV,maj,feelin'satisfied,boston,Feelin' Satisfied,Boston
1979,E:maj/5,0,I,maj/5,feelin'satisfied,boston,Feelin' Satisfied,Boston
1979,B:maj,7,V,maj,feelin'satisfied,boston,Feelin' Satisfied,Boston
1979,C#:min,9,VI,min,feelin'satisfied,boston,Feelin' Satisfied,Boston
1979,G#:min,4,III,min,feelin'satisfied,boston,Feelin' Satisfied,Boston
1979,A:maj,5,IV,maj,feelin'satisfied,boston,Feelin' Satisfied,Boston
1979,D:maj,10,bVII,maj,feelin'satisfied,boston,Feelin' Satisfied,Boston
1979,A:maj,5,IV,maj,feelin'satisfied,boston,Feelin' Satisfied,Boston
1979,E:maj,0,I,maj,feelin'satisfied,boston,Feelin' Satisfied,Boston
1979,A:maj,5,IV,maj,feelin'satisfied,boston,Feelin' Satisfied,Boston
1979,E:maj,0,I,maj,feelin'satisfied,boston,Feelin' Satisfied,Boston
1979,A:maj,5,IV,maj,feelin'satisfied,boston,Feelin' Satisfied,Boston
1979,E:maj,0,I,maj,feelin'satisfied,boston,Feelin' Satisfied,Boston
1979,B:maj,7,V,maj,feelin'satisfied,boston,Feelin' Satisfied,Boston
1979,A:maj,5,IV,maj,feelin'satisfied,boston,Feelin' Satisfied,Boston
1979,A:maj(9),5,IV,maj(9),feelin'satisfied,boston,Feelin' Satisfied,Boston
1979,C#:min,9,VI,min,feelin'satisfied,boston,Feelin' Satisfied,Boston
1979,B:maj,7,V,maj,feelin'satisfied,boston,Feelin' Satisfied,Boston
1979,A:maj,5,IV,maj,feelin'satisfied,boston,Feelin' Satisfied,Boston
1979,E:maj,0,I,maj,feelin'satisfied,boston,Feelin' Satisfied,Boston
1979,B:maj,7,V,maj,feelin'satisfied,boston,Feelin' Satisfied,Boston
1979,A:maj,5,IV,maj,feelin'satisfied,boston,Feelin' Satisfied,Boston
1979,G#:min,4,III,min,feelin'satisfied,boston,Feelin' Satisfied,Boston
1979,F#:min,2,II,min,feelin'satisfied,boston,Feelin' Satisfied,Boston
1959,E:7,7,V,7,icriedatear,lavernbaker,I Cried A Tear,LaVern Baker
1959,&pause,NonHarmonic,NonHarmonic,NonHarmonic,icriedatear,lavernbaker,I Cried A Tear,LaVern Baker
1959,A:maj,0,I,maj,icriedatear,lavernbaker,I Cried A Tear,LaVern Baker
1959,A:maj7,0,I,maj7,icriedatear,lavernbaker,I Cried A Tear,LaVern Baker
1959,A:maj6,0,I,maj6,icriedatear,lavernbaker,I Cried A Tear,LaVern Baker
1959,A:maj,0,I,maj,icriedatear,lavernbaker,I Cried A Tear,LaVern Baker
1959,E:7,7,V,7,icriedatear,lavernbaker,I Cried A Tear,LaVern Baker
1959,A:maj,0,I,maj,icriedatear,lavernbaker,I Cried A Tear,LaVern Baker
1959,A:sus4,0,I,sus4,icriedatear,lavernbaker,I Cried A Tear,LaVern Baker
1959,A:maj,0,I,maj,icriedatear,lavernbaker,I Cried A Tear,LaVern Baker
1959,A:7,0,I,7,icriedatear,lavernbaker,I Cried A Tear,LaVern Baker
1959,D:maj,5,IV,maj,icriedatear,lavernbaker,I Cried A Tear,LaVern Baker
1959,A:maj,0,I,maj,icriedatear,lavernbaker,I Cried A Tear,LaVern Baker
1959,E:7,7,V,7,icriedatear,lavernbaker,I Cried A Tear,LaVern Baker
1959,A:maj,0,I,maj,icriedatear,lavernbaker,I Cried A Tear,LaVern Baker
1959,E:7,7,V,7,icriedatear,lavernbaker,I Cried A Tear,LaVern Baker
1978,A:min7,0,I,min7,missyou,therollingstones,Miss You,The Rolling Stones
1978,D:min7,5,IV,min7,missyou,therollingstones,Miss You,The Rolling Stones
1978,A:min7,0,I,min7,missyou,therollingstones,Miss You,The Rolling Stones
1978,D:min7,5,IV,min7,missyou,therollingstones,Miss You,The Rolling Stones
1978,A:min7,0,I,min7,missyou,therollingstones,Miss You,The Rolling Stones
1978,D:min7,5,IV,min7,missyou,therollingstones,Miss You,The Rolling Stones
1978,A:min7,0,I,min7,missyou,therollingstones,Miss You,The Rolling Stones
1978,D:min7,5,IV,min7,missyou,therollingstones,Miss You,The Rolling Stones
1978,A:min7,0,I,min7,missyou,therollingstones,Miss You,The Rolling Stones
1978,D:min7,5,IV,min7,missyou,therollingstones,Miss You,The Rolling Stones
1978,A:min7,0,I,min7,missyou,therollingstones,Miss You,The Rolling Stones
1978,D:min7,5,IV,min7,missyou,therollingstones,Miss You,The Rolling Stones
1978,A:min7,0,I,min7,missyou,therollingstones,Miss You,The Rolling Stones
1978,D:min7,5,IV,min7,missyou,therollingstones,Miss You,The Rolling Stones
1978,A:min7,0,I,min7,missyou,therollingstones,Miss You,The Rolling Stones
1978,D:min7,5,IV,min7,missyou,therollingstones,Miss You,The Rolling Stones
1978,A:min7,0,I,min7,missyou,therollingstones,Miss You,The Rolling Stones
1978,D:min7,5,IV,min7,missyou,therollingstones,Miss You,The Rolling Stones
